u,i
2971,2379
2269,2861
230,611
1873,2861
2202,1639
3005,1963
720,438
1544,1639
1611,2861
2678,1568
2812,1568
3296,449
3230,2081
3401,1963
3430,449
5148,1338
1724,294
282,212
4322,64
2978,325
2073,2168
89,571
1350,1773
3093,1029
1415,2168
3148,736
3227,1029
4710,1866
5075,301
5106,1866
40,1618
4417,301
1172,720
1241,325
1306,720
2008,992
3443,95
4826,2980
1746,992
2502,746
5735,2976
4575,2580
4814,122
528,1557
4239,2631
1775,2861
3064,449
3200,1276
2699,2980
4337,722
2998,2081
708,212
5501,1991
3257,1029
1514,1773
3355,1564
5146,302
5347,1524
2050,1753
3919,1902
5873,2623
5837,1159
4094,1903
613,325
4228,2657
866,2491
4594,2980
783,736
1664,2471
3584,2555
996,1029
2954,2159
5648,2391
5727,2684
3442,1159
5646,1564
2067,2861
5107,2976
5465,2684
914,438
518,438
950,95
2872,1568
2934,2446
929,3190
795,746
3914,1154
137,746
5531,1991
770,2379
3781,1564
5565,1575
1200,1963
441,1157
1544,1773
21,571
938,1963
3481,2026
5303,1575
4386,1903
5437,1575
745,1568
349,1568
5048,302
5471,1159
1039,325
5483,230
5590,2571
3466,1903
777,325
2255,64
3862,2657
3600,2657
4010,2555
3748,2555
551,736
5577,1585
3438,1575
5757,2684
549,1629
2746,301
2350,301
3104,9
3329,2571
4829,1963
5812,2391
944,438
1164,1902
1997,2657
2759,2980
2363,2980
4531,722
2497,2980
644,1866
697,3190
3944,1154
5165,1991
800,2379
2923,1102
5299,1991
1574,1773
2830,2631
3272,2976
3153,1564
1099,2446
2821,825
5729,1575
5541,1524
5145,1524
102,2980
5827,2110
2270,722
1874,722
5212,302
5513,230
5721,2623
4052,1626
5614,2002
3864,1575
794,1029
3428,456
978,1338
3910,230
3359,2571
3514,230
317,1629
1831,1025
3636,1159
1590,1902
1569,1025
989,3190
3611,1102
808,1866
3712,1154
491,2159
546,1866
3564,2976
4056,2684
5725,1991
2906,2976
2538,2580
3579,1564
1132,1963
528,2980
4628,3075
4762,3075
1350,1102
80,2066
5644,2002
3068,1991
5778,2002
1041,2976
3546,2555
3720,456
2173,2078
5072,1022
1414,2026
15,2580
2768,9
328,825
4234,677
5712,416
4516,1329
3127,2571
2057,1903
3404,1159
5583,1902
1399,2657
1559,1626
442,1866
917,2159
2369,677
576,1866
180,1866
903,9
149,301
3203,122
897,2446
4966,976
2139,1154
1118,1102
5194,611
5684,2690
1204,122
1214,1564
1610,1564
4932,611
5808,2002
5226,302
3884,456
3760,2110
4840,1022
465,722
2087,1903
5380,212
3291,2571
1825,1903
2933,611
5661,230
3151,2002
1723,1626
1327,1626
2019,456
606,1866
5534,1618
179,301
1831,1159
1292,2571
1447,230
222,2657
1569,1159
1581,230
2285,1329
3458,2684
5218,3075
5655,2110
5681,325
5130,976
4032,704
4734,976
4868,976
1759,2976
1776,2391
5790,1022
4052,2110
5848,438
5528,1022
397,2631
3790,2110
2367,2078
99,722
2561,3075
2117,1903
1721,1903
3225,611
1525,1991
1659,1991
2963,611
5430,1618
2825,677
1947,2623
1584,2571
1188,2571
1322,2571
5160,976
4986,3075
5294,976
4898,976
5046,874
4344,1356
3948,1356
4636,976
5032,976
1527,2976
4082,1356
1544,2391
4875,992
4479,992
5642,1659
5394,1557
5364,1524
2591,3075
3976,2623
2725,3075
5440,212
5497,746
3389,611
2993,611
5868,2379
2731,611
3559,1022
4703,1639
4904,2861
3345,2002
5119,571
1139,1524
1468,302
1199,1575
2111,2623
5911,736
1212,2002
4312,2168
5074,2491
2440,812
198,677
2937,1618
5062,976
3716,1356
4246,2110
5646,438
3984,2110
627,2288
3325,976
5866,212
2667,976
5399,746
1851,1356
5411,571
4867,1639
3781,438
1897,11
1723,2110
3065,1022
5739,1568
4651,294
1483,2623
3343,212
1292,611
4597,997
1376,2002
4411,1773
4256,704
3284,571
2888,571
5758,1029
2967,1618
4099,720
3746,1356
3772,325
2653,704
2785,3075
4695,2471
3239,2491
5510,1866
2143,1356
2435,976
1487,1991
4099,1659
4964,2861
5360,2861
3455,1557
3441,1659
4207,438
5031,1639
5700,1963
5626,2980
3549,438
5863,449
4815,294
5405,2631
1188,611
5030,2168
4837,1773
664,611
1492,1022
2636,1639
172,2623
1230,1022
4506,2168
5635,1753
526,677
572,1022
3265,1618
3936,325
3540,325
5049,1629
4725,2471
3269,2491
2104,997
5936,1866
5619,2159
1868,720
3867,1659
4273,95
4665,1639
1783,2110
3223,1557
3753,1557
5537,1568
26,704
3279,1866
956,611
1090,611
2733,2861
4261,1963
1976,438
4209,1773
2268,812
3082,571
3672,1568
2396,997
3874,736
2210,1773
2451,704
1083,571
687,571
3094,3025
3299,2491
2818,1629
2868,992
4487,1902
4437,95
5629,2446
980,3075
3779,95
5424,2980
1616,253
1351,736
1026,976
630,976
3705,1866
5936,122
3159,2861
2763,2861
473,992
4291,1963
4635,1773
5435,2580
1388,1557
3702,1568
3306,1568
1830,212
3858,2081
3596,2081
1306,212
4379,1029
2636,1773
4117,1029
569,1639
851,571
2062,720
4517,1902
4121,1902
4954,2657
3469,1747
3085,64
260,1823
2524,2471
4430,2657
5454,2980
1777,736
1381,736
3814,2159
3473,1866
794,976
5006,2066
899,992
150,874
3629,2379
4665,1773
637,992
1814,1557
1810,95
812,1747
2598,1639
2185,3190
3470,1568
894,1557
5227,722
1259,746
5516,825
2335,2168
1062,2861
2404,1773
599,1639
2483,2066
1798,1963
3204,2580
3338,2580
5471,301
4547,1902
4984,1903
1899,325
121,294
329,997
2688,2471
143,1773
3448,2159
3844,2159
3978,2159
4909,39
3241,1866
3210,301
4344,230
3881,2980
4082,230
1938,438
2215,3190
3223,2980
4118,449
3357,2980
2961,2980
3696,2446
4703,1102
5200,1154
2761,2168
5526,2078
696,2861
4013,1564
2119,449
3428,2631
4505,2026
1566,1963
1461,449
1635,1568
1857,449
5891,2684
1395,2081
4650,1626
4362,1159
3598,9
3636,301
2753,1903
5346,1329
2978,301
831,992
884,64
719,2471
1006,1747
3649,2980
3387,2980
1742,95
1587,3190
1930,1866
4471,1102
4968,1154
1272,1866
4424,2976
4701,1564
3899,122
3947,1102
4305,1564
4439,1564
4043,1564
5123,2980
1927,1568
3867,1338
5044,1903
1403,1568
4782,1903
530,2168
134,2168
1349,3025
4272,2555
4432,1524
4022,1626
4096,1575
4511,2571
5008,2623
25,720
4142,230
4602,1154
1667,301
4325,122
3929,122
2661,1159
481,1902
2265,1159
4605,2391
2051,449
2794,722
4616,1991
4220,1991
1716,1102
314,449
4462,1524
1165,1753
4596,1524
4878,456
1299,1753
2042,2026
2438,2026
3147,1025
3737,302
2510,1902
3792,9
4306,230
4690,1159
4776,2623
2437,2555
2845,1626
2523,1575
2175,2555
1807,2159
3655,677
1149,2159
1039,301
1872,302
2569,230
4635,2391
424,2657
3029,1154
2142,1102
1961,2976
4912,2110
397,1773
1331,2580
5464,2623
4163,302
2468,2026
5202,2623
1093,722
2123,1991
2863,2555
1340,1353
3993,1022
2157,1575
4041,2002
5531,812
5815,571
2807,2623
978,1903
582,1903
520,1025
5766,1618
588,2657
1773,1585
2172,1102
1991,2976
5076,2110
1746,2391
3847,3075
4836,2623
4970,2623
932,1154
536,1154
5135,2690
2549,1991
3591,611
2657,1524
4157,1022
1932,302
2455,1575
1008,1903
