u,i
5617,3129
4330,706
4550,2924
990,299
1200,1829
140,1849
2800,2497
5002,2267
938,1829
3474,721
4250,188
4288,480
4807,1045
2331,706
2069,706
4297,1697
5503,748
374,740
1494,771
1172,720
5690,574
4983,712
129,155
327,2614
4329,2174
3649,2415
2589,2435
4637,75
4809,2811
2466,1281
2502,746
3737,1481
4239,2631
170,1849
3200,1276
4318,2924
5717,2370
706,1829
2508,2
369,746
5892,681
1902,192
83,160
5148,2627
2099,706
2555,1511
416,2255
5244,645
211,2789
2050,1753
4247,1179
5935,2448
274,859
2232,1235
334,910
3369,681
3154,1281
2892,1281
1300,2194
4163,1481
3161,1671
1836,2174
1411,1244
2963,932
4229,2478
5571,1390
3914,1154
5836,2627
877,556
137,746
259,1675
1023,2825
1114,2189
3904,2129
2297,290
3572,1390
4391,2247
2651,2508
5681,1935
5884,574
433,515
5267,605
2412,1179
3255,2622
3430,933
5121,1719
5069,1529
224,1280
661,1281
4859,1719
4807,1529
2923,1102
5220,1698
1932,1481
5717,2504
2830,2631
2513,2924
4555,2247
2959,1698
2016,3057
200,290
4049,574
5301,724
2405,1297
1999,609
4289,2478
5351,87
5166,2751
3611,1102
4755,1719
3712,1154
5665,1940
4543,1082
5224,477
3732,2560
2677,2924
2011,3063
4160,755
2718,1235
5758,1350
1350,1102
252,830
3153,409
3647,1698
4880,852
458,706
3720,456
678,2924
1717,1835
4974,487
4420,867
4516,1329
156,2061
3430,128
4956,847
4302,57
2471,954
5707,2701
4943,2305
1422,574
3244,877
5113,272
5257,960
2139,1154
444,2878
3918,67
4367,2145
3403,2627
1118,1102
2336,1668
5172,852
3153,1698
3523,477
4230,1093
1303,101
2590,272
2898,1179
1211,512
4062,2448
2592,318
4617,2670
5338,740
5076,740
1614,2622
375,1179
4117,1566
5284,1443
5287,960
5342,859
624,1883
3150,87
4144,1699
2500,1668
1736,1272
1452,1513
1526,1462
397,2631
476,2924
2663,908
4194,473
5431,1089
3932,473
3844,2346
3830,2448
4515,299
1144,579
485,1697
5188,277
2417,852
405,1179
3151,847
3187,1258
1299,867
3242,965
3346,3008
5102,217
3056,960
1246,482
2861,2936
4425,1695
4320,181
5497,746
827,2750
457,1719
1625,2730
1214,1698
1188,477
1348,1698
4679,299
5025,1690
5028,1207
3369,144
3713,708
2703,283
5397,515
5858,910
5863,1254
660,1297
4194,2701
479,2417
5536,859
2318,2135
1351,2346
3163,1207
3670,2701
198,677
2562,2495
215,92
2560,1668
5588,268
3788,478
3583,1766
4388,473
5399,746
898,307
3642,2346
5564,813
2709,2141
4261,1829
5369,2789
5856,2153
553,272
157,272
2017,867
2896,1967
5300,740
3708,899
4489,1464
4093,1464
4172,1757
2295,57
612,852
2429,57
5056,1511
1092,2243
3318,155
4099,720
4536,721
117,92
2094,1464
2870,1685
1257,1529
4989,474
5090,1280
255,1719
465,2495
1513,960
2903,852
5891,2497
230,908
2430,1571
5121,1532
2696,1690
2300,1690
3534,2789
3811,1377
2429,1346
2782,1464
526,677
2265,2635
3662,1254
3015,1443
3968,2492
1143,87
3016,2045
5120,1280
13,277
5665,814
3371,1455
3789,1968
917,3127
2192,63
2531,283
3923,1968
3601,1917
4093,659
4489,659
3255,1280
5452,706
2112,299
4908,1774
3899,793
3338,2
3069,2029
3360,515
2790,2614
5323,1235
5419,1697
918,1258
228,57
4846,1835
1988,2111
2313,181
4701,141
5148,830
2538,299
5836,2924
1252,730
2325,2635
4374,3129
5886,1698
4499,1323
4876,1835
4943,3057
1971,602
233,1690
1281,155
2067,1064
319,1464
2499,721
718,981
4885,2298
1590,910
2631,648
5468,2878
867,515
304,1341
1271,2850
2556,474
5646,706
5376,845
3557,813
4644,896
1502,2194
2278,2415
714,458
2634,1296
810,920
989,3137
1259,746
4142,3129
5916,1698
2628,1481
441,299
3605,2924
2226,3164
3988,218
479,2
3333,1455
953,824
2076,372
5132,1774
1006,458
3072,2811
5634,2924
2721,1830
4278,1862
5381,2478
2180,2415
5200,1154
2703,2190
2718,1532
75,299
4626,101
209,299
861,2174
1064,813
1859,1276
1222,2153
1518,983
3244,824
1647,639
3428,2631
3959,2267
4512,753
5167,2145
5824,954
5502,903
4588,748
2764,372
1759,1045
1407,2091
5545,2478
3401,2878
4332,4
1947,1281
5615,1719
4968,1154
1036,3087
4057,1462
2694,1481
1257,2497
3943,2114
2723,721
4698,512
2471,3129
463,192
957,1481
3546,1697
5740,852
2675,2370
724,721
5944,847
3466,1179
1427,3093
3977,1883
4543,574
5816,847
5575,2478
2925,266
3312,712
578,1835
4602,1154
2456,727
5627,2079
1815,1862
2763,3129
3888,2750
4263,2627
359,192
5801,2417
2492,1323
1069,1291
2215,291
2163,101
4878,456
1383,892
1782,409
240,3129
4278,2346
2375,1677
4930,57
351,2179
4181,2413
2653,867
1178,645
4251,1462
5529,2079
658,609
1200,2878
3029,1154
4856,1047
962,1020
1005,1656
4279,477
3668,323
2656,1323
3346,272
4915,1627
3244,2247
5876,847
3130,2145
4551,1350
4155,1350
3804,369
4442,2346
194,101
3044,92
2080,574
1053,1296
4040,87
4105,482
1634,487
4576,67
3392,2495
3712,1719
2416,1462
1775,877
22,933
1849,1580
4826,1935
5576,181
932,1154
536,1154
3134,924
1133,3130
4956,473
3732,92
5361,1690
2534,2622
4303,847
5206,2341
1537,712
2211,2346
3627,1207
1132,2878
659,214
4724,1254
3590,2079
3659,1684
2463,877
1809,87
3978,3127
1547,87
3713,200
2226,2627
4418,955
717,1323
1713,3008
2654,822
3927,1849
5613,571
2746,1350
3417,57
2899,2346
736,2504
1338,852
2864,1571
2893,57
4956,2701
4270,3127
2319,724
204,1862
2685,1047
2117,1529
3335,2095
453,2566
3590,924
5016,473
5114,1008
4479,268
5599,299
5203,299
494,877
5055,1367
1877,3008
5337,299
275,1513
5817,1690
5782,2635
5899,2
460,512
2414,180
2667,2346
2402,2829
3319,57
4986,2701
4590,2701
2379,1125
5032,602
333,2622
5049,771
2599,899
1007,92
2003,87
2591,2701
1770,1017
5347,3057
5404,181
1685,155
3763,2141
4919,1829
1211,272
5053,1829
5550,2635
5823,1481
847,749
4701,1377
4790,2358
5852,721
5194,721
414,867
3179,777
1639,160
4058,1685
3012,2357
1778,1258
4354,515
4507,1511
2755,2701
3159,1064
2111,155
1689,2906
2286,910
2630,720
3344,63
4151,1849
4163,920
4909,2430
4484,746
46,67
3379,57
2068,458
3532,299
5719,1481
5798,1774
2164,920
634,991
856,3090
3991,813
4192,2789
4978,1254
2538,2824
4646,515
623,78
2928,535
1137,299
3788,1393
5340,1835
1620,1207
5691,372
3755,721
1483,155
3140,2111
1989,515
1669,1099
4757,2194
5351,681
786,2701
1560,2095
4478,1281
5840,845
2624,2194
5900,896
1211,2850
5621,1481
4303,1465
5084,1276
2169,2553
1042,1351
4507,706
5398,3129
234,2346
4100,2045
5194,855
5342,753
4588,1045
947,1464
305,1997
1757,515
2232,808
1153,1340
5523,3016
172,155
5915,1554
2252,2214
5517,727
825,720
3151,2246
3564,2415
398,3127
1277,63
2096,920
3302,2415
4852,1276
1144,473
2381,1281
3169,2825
5039,1102
4812,2631
4891,2924
1069,299
372,1125
3046,1671
2478,2153
1041,2415
1380,2635
1077,2634
1118,2635
2954,2082
471,2824
2188,859
2288,2029
5438,2504
374,2891
3674,2179
3624,372
1153,2629
5635,574
5361,1503
4096,2811
3284,681
1981,1697
4206,727
2807,1281
1174,473
5432,1154
921,27
4359,188
3241,203
2212,290
4466,250
646,2424
1060,721
5724,1154
2088,1917
2902,1676
2910,39
3791,1774
3502,1671
5343,1462
5007,1513
4436,2478
5354,2560
4614,2750
3516,2478
139,1280
1713,727
1219,192
4378,1719
3547,101
5866,456
2166,2924
3276,2267
263,2255
2615,2750
5817,1503
15,2153
2909,753
2289,1045
2067,2918
2437,1697
2041,1697
4918,128
5534,2346
3689,1093
3381,748
3742,727
2343,1281
3857,677
2849,1641
3131,573
3172,574
3568,574
4736,2339
5524,877
5128,877
4940,1580
1798,2878
296,2553
4778,2750
1877,727
4903,1698
199,2620
4877,477
149,813
2776,1513
3867,614
4032,2371
890,259
4383,908
446,2497
331,295
5260,1935
5625,2622
5938,867
2686,307
5394,1935
1383,1323
4399,852
4686,128
2642,1698
4824,92
4889,487
5897,277
3887,677
2464,645
3336,574
3133,2689
4762,1843
3972,2478
5894,945
2898,1102
5174,67
126,1179
456,2811
581,39
2966,482
3074,2267
5944,473
2521,1529
5045,1350
1084,101
3823,1042
2419,1252
5351,144
2979,128
3366,574
661,2627
1160,96
5425,1756
404,1281
3323,877
2903,291
3861,1684
924,4
4855,852
3165,2920
1062,877
2328,3177
1877,272
2042,2591
867,409
4535,847
4382,1571
2842,954
4700,160
3745,2448
2933,318
5178,724
4295,2326
1568,456
1153,214
1235,1744
3353,877
5347,910
5876,473
4489,98
2450,2012
5781,1367
421,2924
2169,272
4194,180
5200,2553
3636,1350
3357,1935
5640,2825
1170,1699
886,1940
867,1698
3897,1125
3501,1125
2594,2141
1102,2504
350,1179
2962,847
3844,1464
4527,740
4821,2907
5556,3127
1736,1329
1082,2791
2863,87
4788,515
1610,2910
3943,3163
2205,87
4909,283
4303,473
536,1719
2654,98
2432,1971
3383,473
4490,299
5804,2825
4446,1690
5270,2891
3296,1258
4906,2614
2210,57
4080,1340
2772,1258
3926,873
2401,3008
1964,1
3266,1766
5394,2553
143,862
1564,67
5332,1675
244,1668
249,2012
3534,268
3957,1125
1319,236
1897,2162
4239,57
1057,236
3734,299
5711,1671
2579,1967
1039,1350
397,1883
1326,2346
1997,299
1978,57
1840,2567
3378,2357
2671,2495
4873,1511
4219,721
2421,1566
3842,771
5418,1045
2949,1685
1269,2751
534,87
5162,2553
4345,79
5544,1157
5440,2497
132,272
2090,648
2594,181
5207,983
319,98
3163,2553
2641,1690
5920,101
3721,602
3160,2255
5710,1045
2559,2789
5520,921
2751,515
430,87
645,1207
5411,1917
5803,455
452,1566
334,3008
5045,813
2956,920
4138,1829
4518,1296
2703,474
2694,920
5769,2564
4762,1656
4438,1532
2191,299
4018,192
4908,1481
3968,2549
1929,299
1621,146
4302,1671
5276,2631
3324,2255
4279,721
5941,2267
5,473
932,2553
3706,859
2735,2614
2050,1757
2752,2029
4009,79
4046,146
1888,648
926,1957
2733,474
1748,79
2439,1690
2611,2174
2418,813
4870,2478
5575,2267
4608,2478
2917,2
1296,1675
1645,1829
1308,746
2142,2635
700,2553
1746,2635
3474,859
5607,1990
4559,1835
796,571
3941,2954
2215,3113
1654,602
551,740
2067,771
647,448
702,155
3159,2918
5267,609
4822,1656
954,2850
4985,896
594,63
5153,2924
3797,1862
1961,2415
502,474
1675,1829
3511,1276
5844,1529
2707,1481
2724,896
342,1690
1909,3164
994,155
4860,2298
3764,409
3411,1045
5861,1883
3727,1281
2531,474
4909,2190
4919,2878
4294,574
5326,2478
2387,2415
5857,2114
1113,1917
339,79
1204,1281
5426,3059
2243,192
2341,727
3466,1102
4175,101
4032,1513
2096,896
126,2415
3770,2267
4479,512
1306,2497
4541,1390
1280,1276
1980,721
275,1757
4160,1698
3764,1698
3065,1697
897,1511
2096,1835
5009,677
4114,3016
5597,847
5364,87
4832,2478
3741,933
2633,727
4121,1154
2767,727
5432,1719
2188,1774
4903,2129
959,295
2516,327
3407,2750
1129,706
4582,236
1404,2631
2014,2560
5190,92
830,824
773,290
1673,2267
3015,1179
3796,1744
1000,1235
4023,1935
5365,847
41,2061
1230,1697
4547,1154
1264,1281
4409,2910
4285,1154
5536,1668
4166,1462
4510,1272
3463,1719
1269,2564
2487,3130
5379,903
3696,1698
408,1481
1569,1513
29,896
103,845
1980,855
3747,2417
1472,1580
3351,2417
3659,318
4053,1935
4421,641
2731,2709
4,839
1697,1698
4867,2448
2454,1677
2507,749
5492,1719
3396,847
5856,2373
70,146
5162,272
3493,1719
5215,98
148,214
3976,2627
3592,1698
2969,1719
383,1774
1061,706
5593,458
3213,2079
1019,2924
5749,971
5823,920
4217,1935
2866,1971
388,3057
4438,1345
5596,1668
1210,1179
4257,21
2727,92
3733,775
4311,2701
3788,482
3065,87
1019,830
1055,487
2939,1668
4388,477
26,574
4897,2044
1965,1462
5623,458
5413,648
5719,920
1703,1462
3193,272
5517,971
2709,2145
1262,1719
4849,283
1000,1719
3292,1971
3230,1093
2990,852
2305,749
4215,899
932,272
818,3176
2451,574
830,2247
2382,2689
100,681
5456,1634
265,748
1550,2536
2885,277
5182,873
452,574
5777,2214
5820,2850
2093,1997
2855,1566
3891,960
5162,2850
5871,1849
2039,2700
103,1329
2679,1340
2734,1047
1230,87
3866,2593
2424,67
5621,920
1030,1719
4438,540
2442,3090
565,1390
5912,2789
4088,2413
3847,1038
3272,2793
3583,965
4438,1479
4106,740
5456,2923
3543,1566
5079,721
220,574
5256,2111
4110,859
835,847
3691,3127
1344,724
5544,299
3193,2850
3160,458
5727,2635
3577,746
4093,1602
3021,299
3002,57
789,852
3105,1690
104,749
3874,740
4581,602
1785,847
4732,771
329,867
1086,92
3431,2614
463,867
3739,515
865,847
3558,1443
1371,1207
4963,1835
2733,771
902,1668
3576,2214
5312,299
4486,2435
1428,960
1065,908
93,775
4078,920
5418,2415
533,1047
619,67
3337,3137
3607,746
2917,299
2898,57
854,1627
3051,299
5389,896
5568,3113
1185,2141
2348,556
629,2448
3595,2614
3867,858
1179,2326
5651,1835
5697,2180
5079,855
2501,771
61,2341
190,1997
5448,2415
1186,272
5028,1829
3514,181
5425,711
2894,473
2641,27
273,3163
555,2095
488,873
4862,39
5402,1481
5763,706
5798,1481
352,1766
276,236
2903,1690
4878,1481
2640,556
1311,1849
3305,192
4067,515
1216,299
228,2639
2776,602
2022,2614
523,1998
848,1566
3174,648
2212,1957
532,771
155,67
1418,2850
2307,2194
3083,2415
2221,730
4105,1157
5583,896
3590,1465
3624,295
2757,2430
4947,3129
2519,3016
4465,2631
3532,706
588,299
2969,1532
1997,2153
3468,721
4913,512
4541,2626
425,1998
1836,515
848,2855
1519,808
3895,1697
1178,515
1710,2096
545,602
4984,163
622,822
4794,39
5675,1774
3518,2878
4148,830
529,1008
3958,706
618,299
2332,2789
2070,2789
1770,2497
4795,1580
3236,721
5094,681
2950,327
1052,2
4624,1698
1262,1532
1361,1511
5277,3017
2560,1835
2832,79
5869,677
631,3163
3907,2811
595,1254
3645,2811
5247,1862
3428,1830
4467,933
3481,1656
1650,2553
2579,3016
3004,1502
3016,573
342,27
1238,1296
2100,2789
1255,711
3194,845
5085,753
965,2635
3276,3129
5258,681
2618,3129
1030,1532
3955,1697
2002,2631
842,1481
1499,290
2375,1681
3108,512
4071,2811
4379,712
1464,1235
5657,1329
5261,1329
5015,1862
3974,2878
1871,3087
4500,2170
4909,877
4630,1462
5812,2371
4389,2339
5497,1047
1044,1588
4800,1873
4929,1529
3045,1102
3542,1154
5374,2145
4818,1698
4859,1699
702,1070
5890,749
1891,706
222,2153
1715,2924
1374,2631
1529,290
2563,2267
734,1547
3608,2124
1906,1179
493,1835
2040,1179
302,2267
5229,1390
5000,1530
3895,87
4301,1529
1020,39
1164,727
5947,852
1577,896
2998,101
2141,2924
4956,477
391,2497
1036,1481
1879,2924
2593,2267
2724,2750
2727,2267
3047,1683
2264,1045
4960,1350
5474,1571
5221,1125
4949,2689
1279,2370
2913,2622
3849,92
1411,2297
2589,1744
534,681
2050,712
4187,87
3545,620
3977,277
4328,1258
4383,965
1645,2878
4472,2700
4477,600
3078,1154
5248,477
3491,1323
280,3016
5053,1699
3592,2129
3919,272
1918,2478
326,1671
2212,481
2358,2750
849,692
2556,291
3717,323
4933,2536
5948,299
2343,2627
5015,2346
306,2924
2725,477
505,101
362,2267
3390,867
2662,128
2460,933
5545,67
3370,1154
1675,2878
5345,1699
4285,1719
1050,574
2624,775
5662,63
4666,98
975,1154
1008,1102
3623,287
2769,2627
520,1513
5627,2701
1859,1093
893,748
2949,2413
208,645
4141,1566
3745,1566
1909,2119
4657,2614
3036,877
4273,1685
2120,87
5783,181
1910,277
1999,2012
4962,217
1658,1719
2852,1699
706,1272
1640,2079
2017,2591
5570,73
847,753
666,1873
4699,746
5929,2635
2856,128
3437,1571
4626,1207
3485,299
1649,852
3466,57
5529,2701
4500,2788
5837,602
5270,720
1244,574
5707,721
5065,1254
662,1350
1834,1571
4862,925
4170,2095
1169,1154
1508,620
1031,2910
4174,2214
4102,648
91,1534
2684,960
5368,2194
