u,i
1020,730
3384,2548
2236,469
400,1022
5071,1872
5652,871
2893,1907
2482,875
4841,2349
621,3061
4260,2569
4656,2569
5098,2914
5538,3186
3604,952
4027,2775
3631,2775
4247,829
5902,2150
2657,2569
3493,2841
3097,2841
2001,952
504,971
1605,952
1844,2466
2852,2256
3308,3061
4402,1117
2248,829
1852,829
5797,821
3331,978
4432,959
1309,3061
1966,1116
1570,1116
3454,2482
245,2558
3013,2739
5690,2802
5294,2802
1851,2482
3229,1051
1727,726
1331,726
2740,860
2695,1117
2299,1117
2414,875
2608,1872
3189,871
537,2558
3876,1020
3649,2549
2589,2569
5459,775
2933,127
1537,952
5711,996
1747,2482
2189,2827
2180,829
4231,2150
5172,718
5568,718
590,2569
2713,1292
4989,1011
3296,1872
4364,959
785,2256
181,829
3481,871
5224,127
5225,729
472,978
4261,1211
2662,953
2266,953
5677,1011
1764,3186
3851,0
4656,959
1077,2256
3811,2853
3415,2853
2627,1117
550,2739
766,1051
2657,959
5334,1022
232,1117
1844,856
541,1872
5391,775
4950,1032
1679,2482
3453,1051
4726,1324
5197,909
1238,2739
5145,719
5541,719
3644,996
122,2827
5879,714
4972,1730
1768,2150
2709,718
3105,718
1740,856
2602,2349
5821,709
833,1872
4726,1674
1414,871
1018,871
2761,127
2017,2827
603,2349
2701,2705
1158,127
1696,3186
4179,0
4535,2079
4896,3024
5235,2490
2060,2150
1664,2150
542,1292
3615,1355
3219,1355
5449,729
1784,0
2589,959
2188,615
4860,334
4464,334
4830,1623
189,615
3267,1022
5507,1084
4600,2100
4882,1032
2883,1032
682,898
1867,1324
2036,2853
3068,31
5370,971
929,775
1452,2802
4974,971
2725,3075
2596,975
2200,975
4960,2793
3812,714
2905,1730
3559,1022
673,31
1915,991
5655,1305
2565,2793
1873,1519
4828,3024
695,729
2555,1324
1658,3028
3422,909
3766,719
2582,3147
2186,3147
4421,2865
1869,996
2829,3024
2433,3024
2376,2490
4104,714
2801,1730
469,2079
1147,1011
1152,1355
1491,821
2986,729
522,959
3423,730
3819,730
4607,2466
2951,1674
5060,2219
1383,729
5125,1116
23,1211
398,334
5403,2558
2533,2100
2008,0
614,898
1612,0
3121,3024
3064,2490
2436,2167
4710,1813
1045,1084
1444,1355
5060,2569
5327,469
3654,2706
2907,971
1666,2865
133,975
2497,2793
1492,1022
3897,2841
46,1730
5177,875
1687,709
3984,1305
1153,775
712,1032
5352,2569
488,1324
92,1324
1589,1305
897,31
4696,952
119,3147
2354,2865
5339,829
4943,829
366,3024
1596,971
1200,971
3734,726
3944,2256
4340,2256
1356,730
960,730
3324,2548
1390,314
4277,1907
1325,2548
2662,1116
628,930
2940,2558
693,2079
598,2219
94,996
262,3024
601,2490
4422,726
2247,1813
941,2558
4632,2256
1648,730
1252,730
3616,2548
4012,2548
5699,1872
2423,726
2889,2219
34,2793
5884,871
557,2568
5469,2349
1645,3061
5726,2914
494,2219
4655,2775
2629,952
287,2865
2076,2466
722,2793
2876,829
3272,829
3409,1292
4209,1907
5451,615
3959,978
1877,2256
77,2466
1937,3061
1541,3061
4177,871
1814,1907
312,1582
1564,978
4037,2739
2083,2482
2355,726
3857,1051
5352,959
2169,2256
765,2466
5748,959
3719,1117
5508,718
401,469
5463,975
426,2219
2540,856
3402,2349
1165,2558
2771,2482
4488,517
4545,1051
4525,3028
4463,2150
5800,718
1218,2569
822,2569
5227,856
5617,1011
5831,31
3924,1872
166,952
2525,2426
193,2775
5668,1730
413,829
1746,1907
5853,729
5285,1211
3951,2914
5818,1674
4755,2150
3793,2705
5627,2079
5909,1011
2392,3186
4875,0
5271,0
854,952
301,2466
4439,2853
1178,2739
1101,829
705,829
4311,1355
4650,821
3681,959
5577,1211
4188,2453
1998,2508
2440,2853
819,1116
860,1117
1256,1117
4276,1519
5578,1032
4169,898
3773,898
5763,31
1470,2739
4543,2802
2025,517
2959,1324
5600,1730
5204,1730
4129,718
3826,909
1548,1117
2148,2802
1857,1872
1461,1872
4904,714
26,517
3601,1730
1734,718
4846,709
4653,314
1786,127
1390,127
2718,861
5524,3024
5863,2490
4858,719
2349,2684
3842,1011
2412,0
750,2426
2565,996
3212,615
3864,2490
4800,714
5646,1674
5510,1813
4515,730
3895,1022
3489,334
4017,2705
2176,2914
3621,2705
3647,1674
5228,2100
3459,1623
5756,2219
4735,2167
2987,2567
3608,965
177,2914
4535,1355
3229,2100
3511,1032
3115,1032
1706,898
2704,0
2476,2802
2080,2802
5802,1813
4757,2865
3224,975
665,2853
269,2853
1270,718
1697,31
81,2802
829,975
2501,1519
5178,1582
1998,898
4804,3061
3592,31
1849,775
2814,3147
3210,3147
5445,2865
5880,2793
3061,3024
4732,714
1580,1324
3825,1730
683,3028
621,2150
1958,718
3231,991
5235,2466
3050,2865
498,996
4877,314
1401,2490
2733,714
3975,1674
3579,1674
1826,1730
1430,1730
5096,3061
1615,729
2052,730
4416,2548
2482,314
1950,2705
1554,2705
1976,1674
2765,2100
3353,3024
2069,1084
4428,2558
766,2100
637,0
1354,3024
201,2853
669,2167
1693,2490
13,2802
5242,2482
5514,726
412,821
5104,2548
3453,2100
3356,2167
1212,2567
38,1519
2715,1582
1058,2100
2613,1305
1587,909
1921,31
5324,952
747,3147
4817,2841
328,719
2224,971
3168,2466
983,2865
3440,710
5028,3061
2414,314
270,714
1512,1674
5301,1907
3029,3061
608,709
3686,1116
4082,1116
1435,3147
1039,3147
1717,2079
722,996
4778,2482
5260,2256
4864,2256
3460,2466
5129,2739
4640,2548
5077,2549
1646,334
3175,2482
3447,726
1272,1813
4947,978
673,730
277,730
2641,2548
4415,1117
5631,856
612,2706
990,2100
5908,2827
2257,2558
5283,2775
4973,2549
3913,2569
4653,127
3257,952
915,2865
3504,829
5555,2150
345,1022
3146,2841
904,2706
4426,875
5923,856
2961,3061
4401,2508
1505,829
5575,2775
962,3061
838,1305
1223,1116
4647,2914
4549,127
4725,1292
3608,778
3193,2256
5089,2508
209,730
1797,829
2789,860
2880,978
178,2548
1515,1116
1952,1117
4957,2739
5368,1519
3399,2482
3003,2482
1635,2349
4639,1117
2562,2739
4552,1872
3081,860
1004,2482
2778,1051
3518,861
866,2548
907,2549
5702,991
3460,856
287,2841
3926,2349
686,860
4877,127
3134,871
771,1907
375,1907
1927,2349
3508,2775
5445,3028
2138,2569
2878,127
5656,996
1509,2775
139,2569
2262,1292
5278,821
5335,1355
3913,959
730,2256
334,2256
5212,2453
126,829
2872,2914
4797,898
4401,898
5795,0
4603,1032
3106,1051
4207,1032
5504,2453
3756,2853
4757,718
891,2739
4392,31
3568,2802
3172,2802
3920,975
711,1051
5136,714
3109,2453
4883,1022
177,1117
5089,898
5474,709
5588,996
1670,2827
256,2349
5772,1305
3712,2150
5049,718
4684,31
71,2569
4188,2079
982,2426
1342,517
5824,714
4917,1730
1317,2150
591,1292
3091,719
5742,1813
2189,2079
2471,1011
2815,821
4706,729
5143,730
1841,615
4138,1211
5573,314
559,2508
4117,334
5067,1674
4011,2567
3615,2567
1743,1211
3042,2705
4876,2079
3857,2100
1245,3186
2334,898
4841,3024
4784,2490
3760,2167
3560,1355
3159,1011
3164,1355
5831,730
643,1051
2534,959
2133,615
2138,959
3437,2453
4815,1022
5770,2706
