u,i
1018,2347
5865,979
3005,1963
510,2880
104,2192
5148,1338
2345,2856
2547,1270
2097,1973
2966,2385
4702,470
4803,1276
3534,2842
1665,1003
3592,2820
2570,880
2253,1173
580,966
1514,1773
2493,633
4198,563
5347,1524
2179,2163
4094,1903
4715,1055
4813,1590
4795,1950
1784,321
3308,967
1950,1522
4858,20
1327,2297
5083,138
3722,984
3037,881
3439,861
5450,871
3082,1563
604,2841
3813,321
2524,1235
1137,860
4922,1883
474,516
4405,1364
4219,2140
3154,2570
385,2918
2599,1005
5574,533
2759,2980
2781,2739
5202,2058
4293,2247
895,172
485,274
2512,1009
3341,2554
118,480
3428,456
3910,230
4407,1036
3770,1913
4155,1724
3725,450
645,2626
2412,24
1487,434
214,1127
632,1640
2765,1051
920,1518
3227,2802
2816,1770
5001,1371
5104,560
5429,128
4448,1195
4234,677
3747,2279
1560,1851
1355,2385
4321,2551
2110,1729
3691,2155
309,1522
2563,1482
4046,1565
5489,2249
3111,533
2139,1154
4367,2145
5824,1007
3780,2577
4423,734
2950,3059
2425,959
2158,615
3118,2643
838,2216
2064,1919
5613,945
3703,2515
3937,467
2352,2551
454,2226
5342,859
5175,2439
3597,1530
3630,1478
960,1051
4052,2110
3790,2110
8,604
2193,959
5658,314
2215,2438
1446,944
4553,3035
1525,1991
2994,2176
4603,2398
4825,1279
1233,1590
4137,878
5632,32
575,1590
1299,867
4725,1048
4820,1285
1544,2391
780,1241
5599,1023
1714,2802
3142,734
5182,1674
4311,2347
3245,832
3369,144
5215,1033
3124,313
2327,935
735,128
3672,1084
1717,225
3914,3061
3716,1356
3790,1305
4594,2793
3539,905
4081,730
2573,560
118,1098
4674,1244
2691,2501
2837,2326
4669,2563
3227,37
4618,1285
4695,2471
4025,956
23,2150
2378,2162
795,909
3527,679
2759,2793
2363,2793
1072,2880
1927,950
4645,1014
493,729
5691,1096
4844,2163
2724,705
5709,921
344,2326
3038,2558
1288,2131
3789,1968
4172,952
177,873
3974,967
4240,1086
5607,994
531,2310
223,2157
161,1279
1410,966
1253,201
5107,829
413,2439
3858,2081
2013,828
2139,967
3506,875
1971,602
102,2927
4744,1127
4348,2847
745,2804
5502,1708
1431,99
2169,28
5352,2703
5914,1652
1502,2194
2634,1296
5208,480
2372,1296
4253,516
3239,881
2998,2512
3368,1291
4216,3078
2948,705
294,1003
1519,2548
2226,3164
4874,2297
4571,2488
4547,1902
3528,1923
1223,685
1593,218
5120,2703
2126,489
3132,2862
1613,870
1938,438
4118,449
4276,1035
4888,101
180,1813
5032,789
5094,2421
5486,959
525,2979
527,608
821,1809
2044,275
4757,2247
3370,2626
3666,1456
1515,685
3129,1251
2117,3005
1208,942
3868,1590
910,1285
1982,336
545,598
4978,2596
3947,1102
4396,928
2935,604
1937,2256
1675,2256
2723,721
4698,512
3760,2407
1115,1101
104,1013
5742,898
234,305
3040,24
4325,2566
4936,276
5392,519
3452,2412
4431,1272
4995,856
4057,307
4220,1991
571,1014
5053,1211
1033,2765
1334,1939
5025,1637
2753,2037
2708,574
1333,24
1537,1517
2618,1031
123,450
4250,2176
5394,2793
2505,2847
1703,1405
5307,1858
4574,21
1285,1831
827,953
1782,2637
1773,1585
1289,2704
2822,2150
4243,1355
3794,31
3474,615
4644,2453
22,933
5576,181
3117,1509
5056,2397
694,2494
5171,2347
1026,789
420,979
1932,302
2253,128
3089,400
5057,2218
3474,965
5367,946
1776,728
4802,945
2918,518
1338,2946
5426,1526
2893,2151
317,450
4559,2880
2017,2453
3708,2485
3579,385
4756,950
5623,535
5576,2409
5553,705
2628,1294
5038,1013
5201,253
2226,533
5223,12
2062,1822
5147,956
102,1585
4709,730
1171,2028
5290,2173
4369,1793
993,975
2884,883
2039,2777
3293,2219
2906,1581
805,2617
4432,48
25,1688
2067,1011
991,2218
3473,1813
2382,1022
1378,385
5313,2133
5194,721
2350,1484
