u,i
786,2778
2687,2620
2291,2620
3287,895
3662,18
5398,2267
2824,639
945,556
291,2018
3269,1255
55,987
2248,2923
773,2701
1026,895
4727,1281
2734,1096
210,2029
506,859
3661,1486
4803,1276
5357,2616
116,1613
2752,1675
1238,27
183,391
2905,1917
4264,244
4078,1774
2951,572
3816,1774
3888,896
1641,417
2854,639
1883,2394
713,556
4627,1235
219,987
3037,2975
1536,1532
2016,2923
2764,1096
2795,409
3662,2246
3011,973
160,1511
1629,1696
4714,830
2952,1332
2047,3175
5517,1154
2516,1933
795,746
2085,434
5548,1406
2864,172
990,433
3743,1272
3608,855
598,2272
2086,1009
694,290
5905,862
1191,1096
795,1096
1693,2246
5638,518
1856,1486
1634,2605
5271,724
343,972
983,1332
843,3015
3981,1975
1749,1774
2573,2975
3504,101
5555,1422
417,1860
4290,2730
5293,2176
2989,409
270,2564
895,172
4389,2709
5583,2689
237,172
1404,49
2047,2370
2420,1420
2862,1765
959,1096
1876,2488
4611,2529
4699,2376
2121,1538
751,1332
472,1917
3017,363
4627,1719
5047,3059
2175,1774
3209,533
1870,1138
2947,533
103,1296
4604,2489
23,1532
2683,2180
2715,2627
4140,1042
3154,1765
208,531
1625,2246
4674,1915
4758,862
702,285
4205,2376
1655,2088
1574,968
3623,1462
861,2227
4908,806
3111,533
4288,1098
1223,2616
693,172
1706,1272
3127,477
3258,960
2282,2371
940,49
5582,2413
1294,2267
4508,283
4964,1088
4442,1915
2986,2689
5008,2326
4175,2325
5211,965
4973,2305
1238,645
4543,277
714,645
454,2226
4738,1684
3141,533
4318,1098
5678,27
4910,2141
4800,283
4648,2141
1214,409
5193,1675
687,892
1568,2627
1802,579
2545,98
3293,2243
4647,226
4961,2079
5059,2614
5148,1151
3343,1017
2004,2376
2295,862
2656,87
4535,924
1341,2032
4309,581
5159,751
1941,1273
2423,1047
898,1462
5213,987
2670,924
3848,1125
4223,248
5159,1690
2941,2141
4508,417
22,2730
2140,1109
5798,859
1577,2689
4490,1531
2012,1863
2866,2906
5323,751
1739,1704
2456,3008
1324,1462
2506,2371
4527,817
5060,1280
2870,1335
1175,3059
2875,1679
3367,2141
4234,6
469,2079
118,1098
654,1078
506,2900
3348,556
1512,1109
2720,987
2405,1915
2004,1571
3141,1017
1459,724
5679,1675
228,862
4417,248
3135,2141
4155,248
4568,417
662,565
3012,987
469,924
73,924
2697,1915
3887,433
2488,987
5628,3026
4943,2923
2703,417
2307,417
4962,721
3253,2547
5691,1096
2888,1860
5049,1629
3464,2959
3101,2907
3574,3127
520,862
626,1258
258,862
2357,3163
2579,2044
891,2495
1087,155
4358,957
1699,3163
5910,645
4185,248
4032,972
3383,2778
4393,951
506,2095
2304,1058
3207,2552
237,924
2914,987
4755,1532
4192,2358
1771,6
5369,2923
4627,1532
4426,310
193,63
666,283
3403,1151
2895,1876
5892,1917
4388,957
1513,155
4252,1096
2870,1819
5442,2620
5127,1296
529,2614
880,1151
42,806
3547,1280
3588,1281
1253,201
4027,1917
4725,727
3073,3087
3369,1917
5821,172
4518,434
4421,1255
3452,639
3791,859
5389,892
3956,172
3897,2975
1529,2701
416,1397
495,1690
3239,2975
894,1207
3036,926
3785,290
3624,1096
5446,645
5437,2811
2553,957
932,2630
49,822
2824,1420
4209,968
921,751
5329,999
205,1335
2531,417
387,63
1569,972
2372,1296
3986,2616
460,2793
3531,2975
4109,737
119,248
2557,2769
648,1531
1041,2923
1655,1096
2675,3175
5144,845
3117,1830
4703,1102
551,817
4016,2616
5585,1719
4664,2837
4888,101
821,1809
2380,2476
905,2
4303,579
457,1532
94,1480
1219,1855
2231,101
2002,49
2654,204
334,2630
1862,1732
2679,1954
36,721
1982,336
3253,2226
1147,2918
4031,830
3665,2170
4723,1323
5220,2129
3537,2924
3795,1462
954,244
1019,639
675,829
348,434
329,192
1294,2564
4175,2622
462,721
842,188
3676,2709
257,1255
5508,2946
5534,1915
2741,1677
2345,1677
5005,2325
5401,2325
4270,415
5906,740
1183,1420
4495,533
5434,1684
3276,2186
4136,600
2083,2616
1687,2616
75,433
2566,1272
255,1532
5238,991
1108,2939
3706,2709
1469,2164
2484,681
5218,1278
5648,862
2666,163
3980,2689
4990,862
4234,2047
3563,1088
5517,3008
4801,1340
2729,862
3412,892
5365,924
910,830
5855,3003
146,434
4014,960
2992,1272
4781,1627
4540,2504
2428,2627
523,1323
5065,1571
366,2837
5116,570
264,2560
2853,1278
3186,2427
5402,2095
3705,740
3870,3059
4885,822
40,573
2822,2150
3904,1889
5303,1335
320,2842
3976,1765
3305,806
5056,2397
5811,987
3992,955
1807,1354
4972,417
3709,2552
4113,2413
35,579
434,96
3892,724
3900,3059
5753,1921
1472,2946
3986,2079
1743,1719
5509,248
5918,1207
3965,2141
341,1975
5729,1685
4307,2255
2540,2413
4016,2079
3742,3008
5411,63
4561,1613
5149,63
5223,12
5142,3056
1350,862
1377,965
3731,2095
5520,6
3276,2454
4728,972
1090,908
1418,2659
1483,3054
1824,903
91,2335
80,2176
214,2176
895,1571
4606,201
767,2325
813,226
2735,1699
4956,957
5307,248
4758,972
4508,43
2469,1957
1982,149
5423,1362
1560,2900
5615,1532
1697,165
4367,2255
5222,2769
5934,531
5382,957
3288,720
385,1068
4146,751
4753,1917
4770,1332
4508,1332
5870,896
1928,2141
4588,2789
1270,2141
1702,2552
2808,433
3766,1634
1863,965
4929,49
369,2413
4018,1855
3020,1255
3746,1921
3961,3041
2519,2959
3842,1629
917,1464
4568,43
3508,63
4175,1280
1305,822
4307,645
5138,573
3940,3103
5657,1138
2307,43
1247,63
1866,2552
2399,3015
4450,172
5231,737
1695,2670
3949,1876
43,2778
5093,49
4702,393
4910,1096
598,556
2554,859
1583,2614
5949,1138
1267,1819
2647,1023
5272,2616
2307,1332
1982,1572
3717,1876
4192,2923
4764,2560
1373,1464
232,556
3773,2939
