u,i
786,2778
990,299
2702,1962
2800,2497
5150,2165
3474,721
1473,2927
3336,2477
5148,1338
55,987
717,140
4727,1281
4295,2590
3827,1024
2371,1044
129,155
4329,2174
504,32
5115,3083
2749,2158
5672,1688
4223,435
2566,2451
4393,3098
4814,122
5084,1703
8,3019
3628,2477
4755,1235
4543,3042
5343,1405
5148,2627
5081,1405
3037,2975
2844,1614
2555,1511
2978,1614
1536,1532
2016,2923
3990,614
5244,645
2401,1044
1341,1064
3758,2708
334,910
1241,1614
1664,2471
5688,1036
373,1804
1278,715
5517,1154
4677,1702
2934,2446
1836,2174
286,869
5571,1390
24,869
461,1624
335,2451
4681,1821
4715,1405
4827,1646
3481,2026
2297,290
3572,1390
5130,2586
3901,1831
5025,1072
5212,2396
2626,2451
3049,2554
468,2953
4501,1072
3582,3017
4155,435
3255,2622
4986,2807
4115,1036
4369,2838
5009,1478
761,2451
661,1281
2588,3098
4140,2786
5107,1821
103,2451
2923,1102
459,2086
5130,2936
2573,2975
1823,2477
2246,2580
2580,1702
1721,480
5680,2622
2712,1821
1299,2477
5160,2586
3341,2554
2200,1646
4898,2586
4619,3171
4636,2586
4531,1072
4185,435
2394,199
1019,1147
3419,2622
4407,1036
334,1044
1528,1024
2703,954
3611,1102
1613,3017
5665,1940
1475,3083
2538,2580
3610,877
5294,2936
3405,2165
4860,200
1973,327
5758,1350
1350,1102
3583,2437
2148,1082
3717,2437
95,3098
23,1532
3827,2797
5104,560
2072,2026
215,1702
2173,2078
1414,2026
15,2580
640,188
2820,199
3661,815
2995,200
61,1235
3003,815
3982,3085
4321,2551
4674,1915
5193,2480
5785,140
1450,2622
861,2227
2721,2822
3244,877
5720,2936
897,2446
231,1831
5062,2936
2139,1154
3338,1478
3403,2627
1118,1102
2680,1478
3244,1816
1303,101
2898,1179
312,480
3371,837
4613,2551
650,2165
946,995
3159,954
3045,1606
128,1302
2125,1606
1614,2622
714,645
2352,2551
4150,1514
5342,859
2489,2822
3630,1478
5183,2300
2972,1478
1306,1688
1707,2786
4821,2850
1841,2786
2658,3008
4910,2141
2367,2078
4958,869
1634,995
4648,2141
1625,1441
4777,2551
3975,1109
391,2062
4603,2398
418,2165
4145,1520
4515,299
5845,140
2118,2505
1409,1816
3413,847
1594,815
5632,32
3959,1515
4864,2146
552,1606
1794,2566
3346,3008
1573,877
4988,869
3348,2300
4425,1695
4401,1109
839,1821
5679,2480
3463,560
4679,299
2941,2141
915,1816
2419,524
2140,1109
2150,2551
2785,847
2157,1278
5536,859
1976,2398
5798,859
5858,910
5367,1804
630,2586
921,1072
2562,2495
1366,1688
58,1606
5268,1044
2866,2906
3797,32
2456,3008
4201,647
4407,715
3249,200
3333,837
2767,2146
2371,2146
4388,473
4909,1865
1729,2679
3305,2953
3493,560
5463,2451
4234,6
3367,2141
1135,1940
2969,560
1288,2936
2573,560
1596,837
4939,761
1026,2936
5856,2153
4111,2824
2576,2551
4489,1464
382,390
726,200
1512,1109
4040,140
3778,140
464,954
2369,6
574,560
4669,2563
5056,1511
5397,1804
5407,48
350,1606
2282,761
3318,155
4536,721
105,1021
2094,1464
1447,1653
4695,2471
5889,2451
3542,48
4431,2398
465,2495
3135,2141
5129,2174
196,2078
5891,2497
