u,i
2773,674
2687,2620
4053,2118
2594,177
3287,895
3662,18
945,556
4293,824
853,967
507,330
1026,895
374,740
1893,480
2755,1973
210,2029
4329,2174
3503,146
2749,2158
116,1613
3975,2585
183,391
2882,967
4570,1482
3888,896
1641,417
2570,880
1883,2394
5658,2729
713,556
1012,3067
5438,1642
4247,1179
1661,480
1341,1064
5935,2448
2091,64
1629,1696
4401,2585
5856,2340
4956,363
5885,1580
1836,2174
877,556
963,330
1114,2189
3743,1272
446,1501
3608,855
414,2717
4922,1883
2341,1528
4645,851
639,2835
694,290
5905,862
468,2953
3916,2139
4590,363
56,1696
3992,2134
2674,2118
258,110
5158,820
459,2086
3405,876
5717,2504
3776,2509
2518,824
785,2256
2633,1528
5286,1005
5896,934
4619,3171
118,480
2420,1420
200,290
1019,1147
4699,2376
3606,2448
2811,2739
2121,1538
2470,194
472,1917
3017,363
957,1400
5119,2181
5005,2833
4160,755
1973,327
3931,1457
126,2411
2715,2627
3154,1765
2412,374
4234,677
3964,816
4418,2484
3661,815
2642,836
359,700
3982,3085
2855,1883
3922,590
2727,2637
4205,2376
2369,677
1383,1400
4034,2494
3764,2633
2563,1482
5548,1890
861,2227
3244,877
4908,806
3259,1185
5404,421
5538,421
4497,1437
4230,1093
4062,2448
4096,1278
2592,318
2365,1093
49,1009
118,614
128,1302
4543,277
5338,740
5076,740
4919,3008
5368,2080
4535,2079
3427,1119
624,1883
953,661
610,2739
1494,1739
3526,2818
5582,319
2199,2494
858,774
1320,805
3965,421
687,892
1568,2627
3703,421
3975,1109
5186,1258
4988,519
2825,677
2207,1796
4800,1222
1312,1883
3094,313
3187,1258
1289,179
3591,1119
623,318
5148,1151
2295,862
3057,1185
4918,1628
2898,374
4226,2798
1573,877
1714,2802
5599,1023
1385,1580
2223,2679
4320,181
106,738
5159,1690
3369,144
4112,417
4508,417
5939,2030
5139,1977
956,127
5367,1804
2361,519
198,677
4396,1115
5588,268
1221,21
5688,849
3305,2953
5300,740
157,272
2896,1967
1110,1883
4463,243
3534,1500
3141,1017
2354,637
1819,478
1676,2644
4568,417
2661,1696
1663,904
4577,880
570,1730
4305,946
3515,2547
2703,417
2307,417
3253,2547
526,677
2513,2737
3153,1377
4643,187
5166,2214
3574,3127
626,1258
258,862
2579,2044
4358,957
612,3080
4561,1316
506,2095
2746,1403
3601,1917
3804,556
4370,967
3974,967
4514,2409
960,730
5530,1528
5506,942
423,1279
3403,1151
918,1258
5892,1917
3041,1701
1284,2547
868,2080
880,1151
4027,1917
2313,181
3913,849
4393,2240
2650,2984
3073,3087
3369,1917
5418,2411
5548,1703
3151,1465
5389,892
1529,2701
3785,290
2687,18
5311,1009
1971,602
5617,527
2521,480
5437,2811
5738,2739
2553,957
5369,2118
128,1115
5840,1703
4644,896
5081,897
833,2624
714,458
3742,2256
387,63
5029,2427
5208,480
718,1331
2228,1547
5787,2227
5938,2396
2400,1250
1842,3174
1006,458
3490,2570
2370,849
5234,738
861,2174
3244,824
4782,614
1859,1276
821,1809
2977,480
1647,639
2654,204
3110,1009
5307,435
4806,2139
5441,435
2188,2656
4459,2031
756,818
1036,3087
3643,2411
3259,1482
23,674
1409,824
772,1701
2212,1148
1565,1337
3466,1179
3977,1883
2163,2195
2877,1538
43,737
769,1403
848,1696
1275,1009
2345,1677
552,614
199,1250
2522,3067
4490,2633
1183,1420
5365,2079
3343,964
4650,821
1028,1482
2468,737
4479,939
3040,374
5134,3085
915,824
1108,2939
1426,1528
2484,681
4822,1278
2666,163
909,1009
978,614
5169,2325
908,784
2155,2842
383,2656
658,609
3679,482
597,2585
3412,892
1101,2118
1825,1395
4781,1627
796,1482
3346,272
3162,1683
3733,718
4540,2504
4915,1627
2428,2627
4494,816
3804,369
5252,1397
2314,2498
5402,2095
5082,2679
3705,740
2693,2494
40,573
5778,1628
320,2842
210,984
1736,1703
3976,1765
2863,461
1328,188
3833,3177
1849,1580
2625,1047
2289,1098
3335,2900
3670,904
4157,1022
4972,417
1176,3177
2202,1883
3322,1914
5206,2341
5341,1977
919,1831
1554,127
3216,2427
2063,4
3319,862
1061,194
990,1482
1771,2047
2463,877
4784,2059
1217,2427
1900,1703
2013,1580
4382,1490
565,1683
3681,2382
4273,42
5446,1397
3663,1022
4207,1674
1574,1883
1999,369
4397,1017
1835,1658
5837,464
4018,432
792,1093
4211,2547
4799,2717
4561,1613
1491,313
3396,119
4838,201
1350,862
343,2960
4880,3056
4768,371
3825,1730
494,877
5050,1023
4082,43
4975,849
2664,1109
620,2679
2215,3003
2516,2177
3576,2157
3877,1331
2540,319
4804,967
1485,1437
5566,1290
5032,602
5426,721
3337,3080
3956,2563
554,1278
1509,2962
5404,181
4593,905
3528,581
1354,3024
5423,1362
1510,2783
784,2679
5931,1014
5578,1650
4335,2717
3179,777
4822,2835
1778,1258
2755,2701
1184,519
3505,1701
900,760
2465,3127
5481,2656
3977,1696
3662,2624
4909,2430
4998,967
1154,2747
773,1335
3615,1465
1129,2690
623,78
5676,1030
2341,967
3438,1014
5704,2297
1758,2080
3611,1696
3800,1403
5431,2138
1305,822
1910,2851
64,2716
5138,573
5260,2256
5900,896
4303,1465
1042,1351
4822,2030
3693,193
3779,1465
3524,946
2446,2080
5757,968
2322,2953
3354,885
2402,2158
5266,327
1641,1279
3736,2118
2143,177
3192,1496
707,849
5411,681
3747,1718
2288,2029
2153,1804
3357,2472
425,1136
19,448
1678,1696
353,2953
3766,2118
273,2435
4359,188
1986,2980
262,556
2141,639
4608,892
5389,1457
962,967
2183,1804
2596,1219
3308,2179
5008,1765
2088,1917
5820,862
770,1147
4192,2118
1902,249
3101,573
580,1023
5266,461
1959,2
4677,820
255,674
3328,737
1827,1014
1505,963
3908,2709
4627,1642
5023,2396
2471,527
3689,1093
5588,862
3857,677
1302,2297
3131,573
4060,1036
5524,877
5128,877
725,973
5558,461
3343,1395
4468,1770
493,3067
199,2620
190,814
1150,2842
890,259
40,1809
1739,204
2630,2627
1897,1544
4545,677
2012,1302
2807,1765
3887,677
1536,784
3912,2427
1749,1831
5001,139
4276,2889
126,1179
1686,1482
5518,2351
1820,1482
632,758
2753,374
5351,144
521,927
1725,1595
1305,2729
508,1631
2404,1883
5071,1258
919,973
1937,3171
3788,1206
4003,3080
2496,2411
3979,2494
4638,1376
4202,1977
681,2498
2477,1580
1424,327
3552,1868
1062,877
1337,2802
103,1703
1877,272
2042,2591
5719,139
3618,421
3745,2448
5625,2167
2829,1658
1235,1744
2613,313
2450,2012
4096,1335
4144,817
2769,1765
3638,2177
4818,2259
1413,1457
5396,21
370,892
4155,1915
3897,1125
3501,1125
3150,144
3239,1125
4527,740
995,1883
599,1883
871,127
1676,1278
337,1883
5508,3056
3292,1890
1246,2633
564,2047
1135,2802
739,2802
4,892
1382,2679
2182,1042
1944,2382
5827,1496
5887,1547
4715,2080
4727,1151
4906,2614
1697,2690
3863,2803
1177,934
2772,1258
4657,3041
4703,1696
1098,1580
249,2012
2236,1628
2962,42
1051,421
397,1883
786,904
828,2069
2392,3080
5738,1023
5920,2195
3014,2080
1957,119
2793,391
1487,1109
3152,674
4982,1804
3679,376
239,519
4404,1009
2012,1115
1831,2989
2137,63
5334,2636
5600,1035
2429,1403
1902,2640
3261,967
4023,2256
4386,3062
2603,243
5710,2334
2735,2614
2752,2029
362,2962
3474,2953
498,756
4474,3067
3265,2964
3108,2980
71,2382
1743,674
4420,737
5607,1990
3043,1804
3941,2954
3177,1804
2215,3113
551,740
2552,1752
1750,1064
1189,2717
2230,1701
4202,2729
2118,3180
4484,1661
5267,609
1018,2835
4889,2878
3048,3087
2236,957
4985,896
282,700
903,818
3131,1809
5431,2114
5543,2355
5011,1528
4753,738
4791,1030
2724,896
5074,2816
633,2620
1244,330
2462,896
263,1397
2635,824
5861,1883
2638,2815
2531,474
1521,49
1381,1732
4221,1035
1113,1917
2064,2139
4180,445
5314,374
3801,1580
2261,963
4601,2195
1825,3062
147,259
580,1804
4054,2965
4751,2139
5009,677
1084,1337
5123,964
1143,1917
4142,2031
5076,2838
2808,1482
1342,814
1500,1400
2546,1482
4423,738
3229,2478
2741,2889
4078,1457
4164,2729
2686,738
5659,1883
5406,1437
872,1050
4986,851
2298,2319
3796,1744
2688,784
5301,862
5039,862
4643,862
235,614
5106,2838
3356,2411
5555,1910
5642,2818
5048,2079
5518,2782
332,1486
1899,2960
2665,1739
2033,2960
2578,2494
4847,1042
29,896
3861,1765
120,1014
5032,41
1472,1580
3351,2417
4710,744
4,839
1635,820
661,614
1187,2350
3124,2411
70,146
2850,1088
4904,1926
3491,892
4803,1093
1735,2340
1028,2478
1898,1580
2736,2679
4439,816
1927,820
3850,421
2403,749
1210,1179
814,1179
3882,898
4257,21
1238,194
711,677
5623,458
631,2411
2709,2145
4538,421
4290,319
998,892
1264,1765
2938,2382
3136,677
1284,2417
3747,1962
5884,391
5275,1064
4215,1838
4617,1064
4802,63
