u,i
4053,2118
5070,1270
400,1022
2702,1962
3642,305
3071,1270
1398,2753
5906,1919
1649,120
2234,3025
923,16
2547,1270
5503,748
3508,490
5681,2740
2379,2625
5278,1569
4882,1569
5780,2719
5798,1046
3781,2719
352,1331
231,2502
2344,1291
4711,2626
4742,1939
4799,2473
1820,1291
4583,1128
4669,2400
156,638
5479,1451
2960,2728
1155,2594
2091,64
631,2594
2522,2502
4728,728
2274,2400
2454,1055
5126,774
437,2728
2956,2205
24,869
3549,2719
2105,120
2670,2750
2876,2626
106,120
1283,685
1004,1270
608,1270
1971,305
2480,2626
3772,1451
363,685
5740,2515
84,1270
1965,490
3255,2622
4370,2309
4766,2309
505,3020
4237,2719
5672,1822
2189,2827
5797,16
2674,2118
75,1157
223,1055
2895,774
2215,1015
4460,1421
4293,2247
869,1203
1707,2302
4131,1919
2732,2473
2336,2473
2675,1939
3540,1451
5816,416
1898,2247
208,2625
3503,1569
1025,2847
1957,2827
59,2502
2265,728
3447,1637
5023,2473
3405,2165
2006,2719
889,2205
2967,1939
441,1291
1941,789
4420,867
4826,2309
1104,1046
937,2626
3557,2155
3674,2740
413,2626
4135,1637
285,1128
3764,2633
785,1451
2671,1015
3605,1822
122,2827
5498,1022
3333,2797
4594,2309
650,2165
2064,1919
2017,2827
3903,1637
2325,728
577,1128
1876,2622
4273,416
1077,1451
447,1055
4246,1976
1443,2740
3373,1822
3626,16
3810,2577
5738,832
3528,2110
4648,2141
1723,1976
2740,1128
4958,869
2549,1560
4553,3035
418,2165
561,2473
3267,1022
3733,2515
2489,728
345,1128
2363,2309
3507,482
182,2827
3141,1822
4567,3091
2411,1976
2913,3126
588,482
5614,1331
2539,441
2317,1560
2941,2141
272,1939
4991,1325
4805,2855
3005,3065
1503,2740
4829,997
4870,998
5118,1100
1654,2155
2523,2567
1836,1637
2596,1325
528,2309
1069,2633
1559,16
4986,1331
3327,1022
2709,2141
5823,2205
2017,867
618,1421
2987,1331
4969,2855
2295,57
1672,832
4972,120
5474,1270
491,2777
2767,2496
1974,416
2791,638
3572,1203
5595,2728
1598,1822
3103,1664
761,1325
1511,2577
5733,1157
3151,1331
1440,832
3794,1962
2059,2567
3447,1100
4171,1131
1366,1822
60,2567
4146,2764
5201,2400
2792,3091
1491,16
925,1325
529,1325
2396,3091
3760,2728
3075,2625
2951,869
872,1664
5930,1270
947,2777
3106,1157
1260,1022
697,1848
5934,1389
2912,1291
228,57
4082,685
1563,1962
2509,120
1783,16
3656,2728
3367,2625
1723,2594
3614,2502
5742,1569
4393,2240
2710,3035
5599,1291
2369,490
3494,865
4048,2205
2619,638
3796,1203
5100,789
5571,2626
5602,1939
3699,1270
3454,685
2107,2183
2628,1131
2411,2594
3820,2728
2667,305
984,1100
5369,2118
2533,490
19,2111
3816,2205
612,2625
5808,2165
1376,1331
3368,1291
2965,120
4142,685
3054,2821
5552,1421
2799,2302
2403,2302
439,2855
1468,1270
2767,2764
1223,685
2825,490
4701,2719
652,869
643,3035
5032,789
1479,1055
1981,2205
3471,1015
4195,1046
5406,441
4757,2247
5736,2827
4595,1919
1515,685
4588,748
5648,728
4272,2205
600,305
198,490
5667,1128
1749,2205
5548,3126
5698,441
4359,1046
3488,2473
3827,1939
5881,2777
4418,1626
4175,2622
3485,1421
3144,1128
1797,2626
1048,64
1273,2626
1359,2400
2565,1451
4228,2633
5840,3126
1736,1569
4465,1822
4069,1822
4814,1976
1252,998
675,2118
1069,1291
4173,1421
4193,2797
4339,2622
5048,867
5454,2309
1596,1939
4581,2155
4930,57
2528,1919
2521,748
4737,416
2653,867
4392,2633
2931,2309
3583,774
1900,1569
3679,482
4819,1919
3545,1421
3600,1128
1060,774
3814,2777
4531,1637
1205,1128
5687,1325
3223,2309
2827,2309
3971,482
3090,2719
4001,1822
700,2309
1091,2719
1352,774
3377,3126
1844,482
2188,1046
2002,1822
171,2719
1026,789
1528,1939
153,1389
5858,2496
973,1128
4452,2633
868,2832
3865,3065
2987,2567
810,2827
1514,728
2696,1637
2758,2515
1388,2309
357,1569
1516,774
2166,1822
2752,1919
3965,2141
1160,2832
3663,1022
1564,441
4029,3065
419,2797
2532,832
2962,416
3151,2567
3966,1962
2130,2515
5138,2183
3620,1325
1218,3187
1156,2309
4883,1664
34,1451
5770,2625
5646,869
2062,1822
3963,1664
465,1637
1934,1822
3488,3091
5442,2567
2964,3091
3642,2777
2217,2110
1706,3126
3443,2567
2039,2777
1643,2777
3319,57
2300,832
4874,16
180,1626
333,2622
1119,2777
5341,2111
986,3187
4945,2111
5427,1131
296,2740
924,57
423,2515
757,1637
4499,1270
207,416
1998,3126
3935,2625
972,1976
227,1822
4490,1157
140,2577
3779,1331
1807,2777
1411,2777
2894,416
497,2622
414,867
1780,1331
4478,3025
5362,305
1212,2567
69,832
587,2515
1681,1325
4516,2728
4292,3020
4163,920
2420,1664
3703,2625
4474,2502
391,1822
828,2577
3379,57
2164,920
4908,2205
1976,869
1175,3035
3723,998
4838,685
4970,2302
980,2567
233,832
4314,685
1795,1962
1845,1325
267,416
5076,2728
3271,2594
1032,1976
1448,1100
808,16
596,2577
3994,2400
5072,2205
3418,2240
5002,685
4723,1270
4327,1270
5251,1389
2016,2496
1959,1962
4844,2728
1740,1100
2177,1101
2643,2594
3039,2594
4596,2626
1299,2855
4448,2728
3231,2764
5908,2827
2083,685
736,2183
180,16
644,2594
4338,1055
1829,3020
2096,920
4840,2205
5561,2719
3186,2240
2492,1270
4450,2400
3020,1389
4236,1128
3618,2247
590,1203
2613,2728
5132,2205
1744,64
5223,1569
1532,2625
1064,305
1804,869
4827,1569
1396,2764
3766,2118
5906,1976
5681,2797
5028,1451
1512,64
1696,2625
1228,305
4991,1569
2647,1157
2399,1055
2003,1055
4023,2309
382,2728
93,2625
4771,482
5115,1046
5010,2750
648,1157
723,2240
4455,1939
1533,1291
5387,1919
5686,2740
5289,2515
3381,748
5227,1637
5597,416
4222,2118
674,2728
5489,1822
5093,1822
229,1331
5872,1560
5679,1919
4619,1939
5772,2110
2444,774
3280,1046
4801,1421
4491,441
814,1203
3873,1560
222,1291
1032,2594
2620,1939
3156,1919
2065,1128
2961,1451
153,2625
194,2626
5227,482
5385,1822
2298,2827
400,2502
3392,1637
816,1626
4861,1822
5694,2577
5906,16
3021,2633
332,1055
1951,2719
4131,1976
529,1569
3258,1822
2862,1822
1031,2719
3510,2797
3844,1919
2174,1421
2229,1128
1833,1128
2007,2247
3132,2622
489,1389
4247,2309
5529,416
1670,2827
2374,728
3556,1637
4712,1325
3313,2633
2248,2309
1852,2309
5374,478
2996,482
100,1055
1323,2719
2376,774
4401,3126
1696,1015
2630,1822
1654,789
5513,2515
2299,2247
93,1015
157,1939
1272,1626
4011,2567
3615,2567
5475,3162
901,2622
2016,2309
589,1569
3318,1822
747,2155
5219,1664
1946,789
3348,3162
2716,441
4303,2567
2899,2777
2126,2827
2594,2141
686,1128
2649,1848
3986,416
107,1421
5370,2183
1160,230
127,2827
3919,2577
1067,416
1246,2633
2999,2577
3765,2110
1087,1822
1938,3126
5345,3065
274,2473
613,1939
2758,2141
4943,2496
2021,1848
89,441
961,2622
1357,2622
4753,120
2822,3065
2426,3065
1385,1637
2541,1325
5359,869
2540,1100
2626,3126
5334,2502
301,482
5327,1331
4239,57
253,441
4735,638
5516,1203
3114,3065
5698,685
2236,2567
1840,2567
749,1022
2309,1325
2517,2028
3735,2594
5251,2625
1178,2633
3738,2111
5127,869
591,3065
5316,3020
1272,16
4854,2400
310,1325
1177,3162
2445,3091
2049,3091
2818,2141
3857,490
5536,2205
395,3126
4278,2240
5862,685
989,832
517,1022
2819,1962
2900,638
883,3065
5704,2728
5060,2626
5146,2400
1596,2183
1040,16
474,1325
1620,2577
4622,2400
3705,2728
2213,3091
1817,3091
2624,2625
5919,1569
3625,490
2956,920
559,3126
5304,2205
809,1022
681,1022
5483,1389
5748,2626
5352,2626
2451,2855
2764,1100
4779,2764
3667,2594
3631,685
3235,685
3352,1270
669,638
1799,2111
3473,2728
5687,1569
2259,3035
3993,2205
973,1022
665,869
4586,2719
2960,638
633,1331
1815,2240
4611,305
5120,2626
3021,1291
1276,1962
3399,685
752,1962
3517,2626
1963,2111
5258,1055
3241,2728
2952,2625
3888,95
3327,2502
1517,1270
1146,3020
5251,1015
5474,2750
4813,789
401,1331
2576,998
4336,1389
5552,1128
729,638
577,998
5905,2155
387,120
3095,2502
1285,1270
3657,1451
42,3091
381,305
3027,1055
5042,2719
5303,774
721,2625
3620,1569
597,869
4518,2719
2519,2719
4924,1128
1030,1101
2582,789
3084,1939
5157,2827
2538,490
2424,2832
4943,2309
545,305
1054,2626
4414,2719
85,2764
489,2625
3290,2165
3722,1822
1624,685
3112,2832
3430,1421
3089,1128
2867,2247
3596,2622
2926,2827
4082,2515
2579,2719
2183,2719
4014,1822
4793,1560
3490,1822
5283,441
3597,2473
3540,1939
618,1291
4169,2110
2677,2473
953,1015
1677,1046
2857,1128
2635,2247
4475,2567
1882,1451
2938,3187
2876,2309
2480,2309
3244,1015
1449,1569
3746,2165
3782,1822
5683,1664
1003,728
5823,920
1468,2750
1005,774
3180,441
721,1015
3426,3126
1705,1939
1309,1939
2656,441
4767,2567
2241,1919
4142,2515
1900,1626
4450,416
