u,i
2202,1639
2155,1793
6,1095
4827,1512
720,438
5070,1270
5223,1512
5543,928
3230,2081
1702,535
4322,64
3790,203
1398,2753
5464,1574
1513,1013
1117,1013
2297,1095
492,961
523,274
3444,2949
2322,2091
2504,1573
272,2126
5835,928
480,2829
5311,928
323,2091
5798,1046
2998,2081
231,2502
3954,203
1562,2753
4669,2400
1721,1285
656,961
1083,274
2091,64
3760,337
3584,2555
3212,2949
5320,640
1063,3005
2522,2502
4640,881
2274,2400
5727,2684
462,1095
5420,1221
1896,2225
3321,640
1307,2584
669,1573
5476,2284
5565,1575
3070,2492
3481,2026
2364,1512
5437,1575
1445,1013
4499,1026
457,1101
2255,64
3528,337
1004,1270
608,1270
1327,203
761,1512
3132,337
1227,3005
3438,1575
3748,2555
4959,2704
5339,2171
4766,2309
4370,2309
5418,20
5891,2684
5371,928
944,438
4115,1036
505,3020
3719,1036
5737,2217
2497,2980
565,1573
4589,138
5518,1355
4453,1031
41,1573
3372,928
5729,1575
102,2980
1962,2821
5792,1573
3424,337
225,1101
5908,5
772,1270
1491,203
5727,1879
529,1512
3165,1574
3760,2915
4331,2704
5472,606
4943,1016
3097,881
1025,2847
901,337
5277,138
5901,2217
5536,1530
729,1573
333,1573
2728,2704
59,2502
4273,1221
4056,2684
4221,1031
2791,20
2254,2821
3506,2217
4032,1509
4710,1195
40,947
1387,203
3656,2915
1414,2026
5891,1879
4826,2309
1104,1046
2711,1195
1589,337
3557,2155
4450,2961
5107,1016
1189,2847
5086,139
934,1574
538,1574
2496,2704
3272,2171
1023,865
3108,1016
3046,138
2650,138
3670,2217
2386,1031
3573,2284
1429,2684
589,1512
2724,1026
4594,2309
2479,1195
3721,2155
1353,2847
2325,728
3538,950
5408,1479
2660,2704
2264,2704
5590,961
4246,1976
3962,2217
4347,2028
1823,2961
5889,1028
3409,1479
2678,1031
5138,2557
1776,2391
2154,1031
1414,1221
5612,1659
1567,2217
3864,2059
1723,1976
3741,3157
2096,1026
2247,1195
4348,1879
1589,2915
5264,1326
2363,2309
3015,20
2619,20
5785,274
4157,1530
1987,2961
5657,1028
2644,1016
3573,1479
4344,1356
1429,1879
3948,1356
5063,1043
1489,2684
4262,2455
1136,876
2411,1976
1731,2217
3155,2659
5314,1793
4116,1879
1199,1575
1753,2915
4991,1325
657,1026
261,1026
1510,3157
5949,1028
412,1195
1654,2155
3865,1479
5202,1043
5425,1028
5929,3005
2596,1325
4554,2455
528,2309
4831,1043
593,2704
1257,2684
4984,1285
5646,438
937,1016
1895,2217
1926,1530
413,1016
747,138
2923,2659
1772,1063
3329,1095
1868,1525
2308,1043
2198,3157
3149,1659
425,1026
29,1026
4721,2753
5717,1028
1670,5
1489,1879
4440,1013
4995,1043
948,20
2572,2028
5645,2091
1634,1479
1694,1530
3194,1028
3595,2126
761,1325
1566,2284
2600,1043
2753,1285
3441,1659
1292,961
4207,438
2976,3020
1966,3157
5615,1101
4742,947
1280,2829
3489,1326
1257,1879
5044,1285
3979,961
1403,950
3583,961
4670,2764
1798,1479
4146,2764
5199,1573
3045,1285
3389,1095
925,1325
529,1325
1584,961
2368,1043
4665,1639
737,2028
4536,2949
3753,1557
485,1026
1760,2126
5779,1101
736,2557
4781,2753
5383,1101
856,2659
5930,1270
3015,1793
1976,438
5687,1512
