u,i
1,2791
2,1674
2,838
3,2377
3,947
3,2980
3,986
3,1519
3,944
3,960
6,604
6,1797
6,1618
6,1272
6,142
6,1867
6,416
6,1724
6,2347
6,252
6,1278
6,838
8,1086
8,848
8,1348
8,276
8,1195
8,260
8,2326
8,533
8,2297
8,1009
8,870
8,24
8,1331
8,959
8,48
8,1840
8,1294
8,467
8,2037
8,34
8,1844
10,848
10,1195
10,498
10,43
10,1844
10,1713
17,822
17,1637
17,1646
17,1235
17,823
17,636
17,826
17,816
17,1658
17,818
17,1642
17,1649
21,2026
21,2027
21,2407
21,1211
21,1676
21,480
21,1099
21,2980
21,2347
21,2981
21,945
21,1487
21,2979
21,518
21,961
21,172
21,535
21,946
22,860
22,1117
22,2349
22,2704
22,2594
22,2481
22,1029
22,2753
22,2840
22,2775
23,1211
23,1084
23,274
23,1097
23,1326
23,1664
23,1905
25,715
25,1000
25,1011
25,1742
25,958
25,761
25,756
25,710
25,736
25,996
25,728
27,2374
32,2455
32,2349
32,1314
32,2594
32,2862
34,2623
34,2455
34,2349
34,1195
34,2704
34,2775
36,525
36,296
36,204
36,478
36,2140
36,6
36,666
36,1460
36,214
36,314
36,2007
36,44
36,589
37,874
37,2225
37,2173
37,2036
37,2003
37,2297
37,2163
37,2150
37,2567
37,193
37,638
37,2419
37,2168
37,2079
37,2183
37,2178
37,2385
40,2026
40,2027
40,2407
40,2841
40,1211
40,2131
40,1664
40,1571
40,1101
40,1326
40,1099
40,984
40,1583
40,274
40,2347
40,1829
40,2980
40,2393
40,2979
40,1905
40,286
40,1096
40,2110
40,535
40,1100
40,946
41,2225
41,2167
41,2150
41,2159
41,1478
41,1203
41,2257
42,822
42,1637
42,1646
43,666
43,6
43,1081
43,308
43,579
44,1539
44,1960
44,1554
44,1541
44,1548
44,2440
44,1542
44,1535
44,1666
44,2973
44,2436
46,1009
46,400
46,956
46,942
52,2821
52,715
52,1038
52,1000
52,1820
52,2706
52,2302
54,1086
54,260
54,256
54,870
54,2326
54,48
54,1793
54,876
54,1361
56,1084
56,1211
56,2841
56,2407
56,2027
56,984
56,730
56,2347
56,480
56,1326
56,1099
56,829
56,2980
56,2393
56,1583
56,952
56,1035
56,2793
56,2981
56,961
56,945
56,1487
56,900
56,2979
56,946
56,2110
56,535
56,2058
57,720
57,705
57,852
57,2371
62,604
62,1484
62,1095
62,1867
62,252
62,2626
62,1483
62,2514
62,1228
62,379
64,1504
70,1326
70,310
70,1114
70,1724
70,961
72,98
72,135
72,636
72,1346
72,1868
72,1648
72,1641
72,1619
78,1510
78,982
78,958
78,998
78,927
78,2536
81,961
84,2415
84,2413
85,883
85,1510
85,2790
85,991
85,1020
85,953
85,715
85,2821
85,2791
85,1517
85,718
85,2589
85,1515
85,882
90,1019
90,1035
90,520
93,1348
93,2481
93,1046
93,2703
93,467
93,976
93,1840
94,1510
94,865
94,715
94,2551
94,2821
94,1000
94,998
94,716
94,958
94,1504
94,760
94,2589
94,755
94,2451
94,756
100,1797
100,639
101,2601
101,2425
101,2283
101,2081
101,2174
101,1991
102,2413
102,2411
102,2374
102,2445
103,705
103,721
104,883
104,1510
104,865
104,2502
104,2584
104,2790
104,953
104,2551
104,2791
104,950
104,998
104,1517
104,958
104,760
104,1515
104,755
107,1361
107,849
107,15
107,1173
108,260
108,1085
108,789
108,2471
108,1456
108,1294
108,1481
108,1290
109,822
109,815
109,524
109,816
109,817
109,1580
111,822
111,815
111,1655
111,1661
111,816
115,9
115,337
115,1356
115,1035
118,2088
118,1064
118,535
118,1490
119,604
119,1019
119,1272
119,1095
119,829
119,1674
119,1618
119,9
119,1797
119,1484
119,518
119,2413
119,416
119,2415
119,310
119,2626
119,984
119,1356
119,1748
119,2377
119,881
119,140
119,1915
119,2058
119,5
119,1564
126,1095
126,1618
126,142
126,1800
126,2439
126,837
126,248
128,1291
128,474
128,1354
128,391
128,789
128,876
128,266
128,631
128,498
128,1024
129,2728
129,2247
136,945
139,1475
139,321
139,826
142,874
142,2036
142,2173
142,1993
142,2165
142,1848
142,2065
142,193
143,720
143,2052
143,1639
143,821
143,705
144,604
144,1095
144,1272
144,1797
144,829
144,1484
144,142
144,1867
144,1800
144,416
144,2626
144,2439
144,633
144,337
144,140
144,1356
144,252
144,5
144,334
144,1241
146,256
146,2326
146,48
146,533
146,493
146,870
146,5
146,2439
146,1173
146,416
146,959
147,1291
147,260
147,456
147,294
147,1085
147,24
147,876
147,1354
147,1328
147,2342
147,1840
147,1348
147,299
147,2297
147,832
147,1290
147,203
147,2079
147,1458
149,95
151,874
151,2225
151,2173
151,2036
151,2168
151,2284
151,2003
151,1993
151,638
151,2165
151,2065
151,193
151,2219
153,525
153,296
153,2140
153,677
156,2225
156,2078
156,1478
156,2216
156,2318
156,2257
156,2081
156,2219
157,974
157,2821
157,1043
157,2551
157,932
157,2753
157,2497
157,976
157,1517
157,876
157,832
158,1797
158,9
158,140
159,140
161,2878
161,2133
161,1490
165,1793
169,2496
169,3005
169,1011
169,709
169,1742
169,958
169,996
169,2961
169,728
172,2455
172,2594
172,2862
172,2346
172,1702
172,2494
172,1883
172,1821
172,1001
172,1935
172,2840
172,1692
172,1670
172,1041
174,2052
174,2371
174,744
174,823
175,2481
177,5
177,493
177,1748
177,248
178,2623
178,848
180,822
180,815
180,1646
