u,i
462,645
3760,905
3085,1266
5368,1248
4982,268
2511,2625
812,2026
4269,1793
1918,968
3118,1797
3947,286
5487,1628
685,416
4358,736
4497,1228
3887,384
4209,966
5861,438
1838,871
4619,1417
2471,2133
3284,2157
2163,1278
3794,2448
810,1324
2272,1469
1479,1075
2527,478
3819,1490
258,1837
1366,761
3552,969
5342,714
2593,1047
5360,996
829,2753
1005,899
2010,830
5738,1907
5726,940
1702,1876
645,64
281,1086
3739,155
5923,2855
1595,2484
2586,987
5746,1024
493,982
2511,516
2521,1752
2785,1590
4912,248
1253,201
2420,1385
5160,895
847,733
5906,2639
1256,1481
302,1510
5182,1581
523,525
5218,21
4574,2843
4679,2946
2166,2219
1848,334
1877,860
3301,954
2399,2058
37,1993
2261,1676
5472,2100
685,2747
2529,473
1024,715
728,878
3750,1072
4949,757
3258,2537
2765,16
3466,2571
32,1702
297,1489
324,2347
2933,384
3489,604
3915,2078
3336,2584
5882,1935
4044,1539
4762,1075
2941,2163
3161,16
4015,2476
172,2246
5819,2118
94,2118
4339,315
3545,1004
3830,730
3672,2349
5832,728
2924,2753
3109,1020
3630,1991
1451,2090
304,99
1772,943
2723,1513
22,1046
3931,514
5060,1405
1513,1668
3454,996
3624,1664
1257,705
3782,1840
2062,631
1350,2349
3681,865
4705,883
5742,1866
3355,138
1966,1085
2924,974
4550,1883
2994,820
1562,449
1723,895
2140,1356
1763,1305
2656,1793
3889,2199
4698,934
3629,1004
169,2186
3228,860
361,758
1681,260
3150,880
3010,2283
5241,2705
1269,1523
5544,839
4172,716
2966,1667
4754,1248
3850,2924
2232,1351
666,1953
3574,366
2278,1563
2683,9
5159,1516
1366,976
1440,1086
4425,829
4399,743
239,1116
1915,2728
736,2477
2843,310
624,480
72,509
2534,2100
838,110
4790,2496
1513,2901
3491,1405
3215,2318
733,3163
56,518
2618,1813
5339,2176
1333,384
126,5
5306,900
1028,2196
1778,1024
3939,633
5009,637
3366,986
961,666
5484,334
2269,775
5832,716
3670,2302
4436,1866
992,2415
2941,2569
1043,1902
3470,2455
337,1984
2756,874
5816,1086
5202,2196
1496,1515
1248,870
5299,1674
1024,2705
3345,1560
1841,100
5378,2536
1867,986
2862,413
2867,2880
795,1674
222,638
452,521
2117,711
2657,957
1312,1389
5376,2477
5172,1217
3504,905
1350,589
4875,1117
2785,1119
2083,1361
1476,517
3751,1060
5768,982
948,34
2126,489
5770,2728
803,994
3954,1560
5744,1945
5426,2627
5816,1051
627,1646
3309,3002
3851,441
4811,2284
2638,2594
4701,1182
5101,1517
5252,1318
788,1047
1900,935
1273,2936
654,1879
2561,99
722,2058
872,1372
2361,1695
1684,155
1257,615
3001,777
3359,2188
1820,294
2855,881
899,131
5767,821
1976,761
5235,1372
3223,1965
3853,193
2968,139
2325,2584
2196,1116
5051,997
258,2515
779,2003
2732,1827
2577,648
3906,2444
1351,722
984,1241
4958,2858
2421,1001
3872,1903
1872,1342
1398,971
3722,1692
1877,971
3282,945
2482,975
3647,2100
34,313
5757,710
4555,896
238,739
2839,1903
1214,2449
4099,1822
4877,314
4863,1744
205,9
1419,2226
1599,1372
4674,1483
1426,100
2582,266
2410,2413
2550,1724
750,2481
2104,997
734,2436
5396,968
2440,2821
3564,984
773,140
1704,2036
3001,1515
1167,615
1946,1119
3947,2347
3947,1335
2586,302
54,376
1207,615
2352,875
2656,1046
1367,2802
3613,644
4488,15
3624,1675
1684,81
2870,1476
5335,815
3730,1371
2261,1829
815,266
3885,1383
2548,757
3716,1051
2875,2012
5417,41
3836,2949
2405,1890
1928,598
840,1990
3187,975
1357,268
5852,975
1727,719
5544,1481
3306,2269
188,968
1521,2623
5079,719
5632,2507
2196,2140
5050,1667
1248,1119
3295,1013
1440,24
5644,2219
2012,975
1701,2335
5544,602
2949,1188
1392,92
4809,1110
607,636
912,99
4895,963
1483,1840
1737,1291
5584,1254
1619,2816
3591,2750
1008,2635
4322,1849
3887,1294
44,699
4183,3075
2252,1945
1383,399
5140,2644
3132,1640
5016,2199
4619,139
2062,876
5829,2167
5411,2415
5700,1572
1081,1910
2888,2448
5267,2306
5269,681
1593,45
5379,927
5511,692
4716,391
1779,20
4607,1722
3317,2413
304,276
5830,986
1995,369
2692,2100
1180,1801
365,2171
1176,855
806,1719
4468,781
3378,2889
5724,54
5093,305
57,2946
2974,1266
1971,1811
3506,400
136,2758
344,1006
370,959
5469,101
3037,2415
3873,2775
1591,41
4050,1996
4628,833
1981,636
2872,1101
4782,1285
4713,320
2173,23
4628,2218
321,1014
2906,1659
2042,1000
1366,726
1076,718
5822,1748
3973,2839
5278,604
4073,1991
5420,1568
3956,2347
4896,704
5575,709
2656,1241
3778,681
3095,2551
5891,1514
3021,1458
2119,1903
144,2644
1513,31
5845,199
3782,1086
4912,681
3968,3113
2408,37
3345,276
1898,1933
4190,1011
5660,961
2068,2111
2998,1869
3505,367
4954,1937
2171,2031
52,858
5544,39
5598,1810
3853,2081
5738,277
78,2496
2181,2233
5881,384
1012,722
1361,1011
5207,2209
281,1116
1603,1279
1851,1563
1927,1086
1259,2791
5617,2186
272,1908
1603,480
2803,3171
3880,3024
335,724
4439,1016
2841,1770
1976,1820
1731,253
1228,631
5634,1241
1998,979
1486,2960
158,1867
5648,438
5643,323
144,1618
4726,2058
3090,163
1064,1826
344,2750
1810,2036
4692,720
1900,1640
4190,3005
104,1504
4935,1522
2841,1820
1214,1114
4148,1766
843,490
4943,750
1897,642
1438,930
5767,2775
722,2027
4331,1642
847,1757
1779,2058
3151,2163
2541,2793
5252,681
879,722
4721,908
186,100
2196,1085
4314,2163
2156,2507
835,24
2000,45
5946,996
167,939
1833,1095
3625,1035
1018,838
5690,2584
4255,1518
4279,821
1089,16
676,416
709,1385
5493,940
2781,2623
1149,137
2203,416
1677,1619
3695,37
3229,990
732,881
3327,450
452,533
2200,905
421,2377
2994,990
3284,1195
5803,1624
4009,2194
3876,2825
1749,1001
5202,1884
4758,1640
3993,860
5453,716
5374,1210
5206,2520
766,2872
3238,1364
2667,718
2119,1253
5931,1673
2617,1016
3233,2437
3244,2296
1537,709
295,759
5890,2451
4081,2949
3284,493
1857,1793
4792,1195
5233,966
1366,2855
2540,1484
5931,2505
5930,829
1312,290
5615,818
1831,1029
2267,1355
2416,1377
5436,1624
3608,2132
5560,2349
3028,2698
673,2225
5370,2036
2286,1773
1562,1590
322,2536
3174,1329
4176,3042
3231,975
4497,1207
2601,643
5823,545
14,127
3949,2027
4873,998
990,533
4208,1583
884,3019
2209,1487
4000,1932
3447,3098
1999,1070
2122,1114
2121,1545
334,1517
2062,256
4758,1580
5039,98
4830,1510
586,345
3417,2641
54,959
4815,1085
4553,1001
1409,0
3719,2349
4727,1278
4073,2219
847,716
3404,1032
2237,1667
5241,305
5251,10
2232,1636
1157,3091
320,1641
5830,1051
3187,2589
1670,1393
2182,725
4529,557
4536,2471
5469,142
5027,1566
1248,1305
4681,2839
1471,963
4100,1876
5912,2453
4149,3096
2979,2444
1447,1356
4439,860
4406,1119
404,2862
1838,947
1269,976
4310,638
2599,2117
2093,2034
3988,3106
4423,704
1684,1443
4436,2815
3122,1099
3068,1279
758,1041
4938,1510
3153,1014
3276,3005
5396,1298
5289,1831
3310,87
1820,1844
4768,910
1630,909
1851,400
3131,2028
1938,902
5770,2862
5705,345
2831,1828
2882,905
2854,2439
2582,1811
4318,1099
1273,1674
2976,1305
3271,535
829,615
3084,2284
1522,756
90,2310
40,1084
4956,1085
3243,45
1191,1876
4407,568
4164,2521
3504,92
4636,1523
5648,708
5769,974
1372,725
1005,2335
835,1291
4613,1022
5065,69
921,705
279,1984
5538,1244
3712,329
2450,1539
5051,952
4262,1011
1331,1580
2586,935
3430,1116
5178,734
3702,325
4675,2706
5890,720
4096,973
1274,1848
4255,1006
1078,648
616,1479
3132,2775
2125,572
2652,517
4543,45
4706,996
4660,1719
2487,883
4993,1043
2275,1476
26,1512
2702,1905
1022,1502
3719,1563
4078,2701
2412,491
5495,829
3228,943
1976,759
2461,876
3034,2665
1838,1800
3447,1048
5019,1035
3977,2703
46,0
3366,2793
1323,679
5137,638
3258,2694
381,385
3700,2588
832,2218
3658,1476
2749,2400
3544,2349
