user_id,time_step,item,score
0,0,2967,-0.6281808614730835
0,0,3042,1.5614731311798096
0,0,1574,2.9439430236816406
0,0,201,1.8609451055526733
0,0,485,-0.6048336625099182
0,0,1626,3.6872594356536865
0,0,1275,-0.3246724605560303
0,0,2897,0.40519726276397705
0,0,1540,-1.027999997138977
0,0,3062,0.32675665616989136
1,0,2122,-0.7498989105224609
1,0,41,1.4688981771469116
1,0,2148,-0.9556077718734741
1,0,972,2.368642807006836
1,0,433,2.248199224472046
1,0,1108,-0.10231707990169525
1,0,397,3.1799213886260986
1,0,1623,2.78961181640625
1,0,235,1.0819127559661865
1,0,613,-1.2432584762573242
2,0,294,2.1153461933135986
2,0,1934,1.5425751209259033
2,0,2583,0.7560713291168213
2,0,2519,-0.5103031396865845
2,0,1977,2.474015235900879
2,0,618,-0.4820191562175751
2,0,2351,-1.8659753799438477
2,0,388,-0.4291823208332062
2,0,2739,2.964163064956665
2,0,2532,-0.10722343623638153
3,0,2271,2.2777609825134277
3,0,1429,1.3212685585021973
3,0,525,-0.16369858384132385
3,0,3164,0.7118908762931824
3,0,1065,-0.33010223507881165
3,0,3049,0.22074399888515472
3,0,2051,-0.546757698059082
3,0,2802,2.7949771881103516
3,0,1395,1.310434341430664
3,0,1848,1.571476936340332
4,0,2328,1.1354477405548096
4,0,3103,-1.425445795059204
4,0,111,-1.252560019493103
4,0,1474,1.0039138793945312
4,0,2869,0.0727350190281868
4,0,2606,0.2381238341331482
4,0,1927,-0.8270809650421143
4,0,2601,1.3297721147537231
4,0,1267,-1.2804034948349
4,0,1924,-2.0234017372131348
5,0,3132,0.05245323106646538
5,0,2957,-1.366817593574524
5,0,219,0.11811737716197968
5,0,2472,3.248656749725342
5,0,379,1.332326054573059
5,0,2248,1.1101760864257812
5,0,1469,-0.5707519054412842
5,0,1720,1.5072160959243774
5,0,1933,1.752063512802124
5,0,2368,-0.7139549255371094
6,0,2994,2.5677812099456787
6,0,1712,-0.3220629096031189
6,0,2927,2.8945505619049072
6,0,813,0.7593337893486023
6,0,2572,1.0164625644683838
6,0,654,-1.2121105194091797
6,0,2748,-0.9289989471435547
6,0,1933,1.2004239559173584
6,0,2857,-0.17549821734428406
6,0,884,-0.7651286125183105
7,0,1694,-0.2478431761264801
7,0,379,2.1750648021698
7,0,358,2.6806323528289795
7,0,2213,-0.7769936323165894
7,0,1644,0.38798144459724426
7,0,2642,1.8215420246124268
7,0,2745,-0.3085670471191406
7,0,3083,1.2381446361541748
7,0,794,0.17577427625656128
7,0,3048,-1.8215837478637695
8,0,2568,5.1195969581604
8,0,2734,-0.7003447413444519
8,0,2690,1.7552735805511475
8,0,2366,0.1870296746492386
8,0,884,-1.0828423500061035
8,0,496,-0.9303091764450073
8,0,939,1.4653011560440063
8,0,1134,2.045703411102295
8,0,778,-0.9139620065689087
8,0,2239,-0.5967180728912354
9,0,114,-1.3223531246185303
9,0,2596,1.9828054904937744
9,0,1943,3.378066062927246
9,0,589,4.666512489318848
9,0,3160,-0.6510122418403625
9,0,248,1.6516740322113037
9,0,3169,0.03241513669490814
9,0,2562,1.0273479223251343
9,0,2008,-0.3693985342979431
9,0,323,0.7029646635055542
10,0,268,2.8546175956726074
10,0,1966,0.25106820464134216
10,0,198,2.0949511528015137
10,0,878,2.7496261596679688
10,0,2785,1.0012543201446533
10,0,2519,1.0210931301116943
10,0,1426,2.0677812099456787
10,0,1873,1.965696096420288
10,0,2008,1.1391314268112183
10,0,658,0.2826419174671173
11,0,2901,0.9370421767234802
11,0,485,0.45673084259033203
11,0,1487,2.942315101623535
11,0,2755,0.08848224580287933
11,0,2928,-0.2773839831352234
11,0,2582,0.4684273898601532
11,0,108,1.358957052230835
11,0,3027,0.36494016647338867
11,0,231,-1.0476616621017456
11,0,950,2.9381840229034424
12,0,1281,1.467462182044983
12,0,447,-0.660133421421051
12,0,73,-0.8337256908416748
12,0,2800,2.908061981201172
12,0,1638,-0.06984886527061462
12,0,611,1.97650945186615
12,0,460,0.5646211504936218
12,0,1380,-0.3717236816883087
12,0,925,-0.13572120666503906
12,0,2878,2.0343339443206787
13,0,2713,0.26004377007484436
13,0,1739,0.4767431914806366
13,0,2263,0.5104509592056274
13,0,955,0.5360143184661865
13,0,962,0.8920232653617859
13,0,1732,1.2010492086410522
13,0,2148,0.4792621433734894
13,0,3141,-0.3297639489173889
13,0,1547,0.8890524506568909
13,0,1376,0.504817545413971
14,0,3019,3.7298312187194824
14,0,204,3.06762957572937
14,0,3139,-0.6042282581329346
14,0,360,0.6134363412857056
14,0,783,-0.31979143619537354
14,0,1729,-0.9275819659233093
14,0,110,1.0836806297302246
14,0,1520,2.016298294067383
14,0,1560,2.75783109664917
14,0,2765,1.843826413154602
15,0,1673,0.8847874402999878
15,0,2987,-0.18844740092754364
15,0,833,3.9370052814483643
15,0,1514,0.2618752121925354
15,0,636,2.89455509185791
15,0,1003,5.024458408355713
15,0,1525,1.9251630306243896
15,0,1516,1.890160322189331
15,0,2211,0.44812309741973877
15,0,1228,2.4320898056030273
16,0,1454,-0.5097694993019104
16,0,2086,1.0816856622695923
16,0,975,3.8561744689941406
16,0,818,0.9785890579223633
16,0,2836,-1.1583642959594727
16,0,2638,-0.8632858395576477
16,0,2502,2.314026117324829
16,0,2403,-0.6658022999763489
16,0,2994,1.3653664588928223
16,0,1268,-0.10938472300767899
17,0,263,2.5291671752929688
17,0,851,2.4837355613708496
17,0,2519,-0.34656286239624023
17,0,3184,-0.40130236744880676
17,0,1659,4.747561454772949
17,0,1379,0.1680520474910736
17,0,2613,1.4150629043579102
17,0,1189,0.04915577545762062
17,0,3017,0.6514333486557007
17,0,3069,-1.2989321947097778
18,0,2176,5.016412258148193
18,0,2625,2.4832143783569336
18,0,55,2.6897659301757812
18,0,1532,3.813323974609375
18,0,1541,0.7582875490188599
18,0,944,5.621135711669922
18,0,369,1.8306680917739868
18,0,2811,1.7895867824554443
18,0,22,1.1556307077407837
18,0,256,2.90000581741333
19,0,1276,0.6622624397277832
19,0,157,-0.8320064544677734
19,0,360,-0.32120370864868164
19,0,458,2.419516086578369
19,0,2580,1.1917545795440674
19,0,2894,0.7956976890563965
19,0,1254,2.3216209411621094
19,0,1419,2.2079906463623047
19,0,2936,1.7622065544128418
19,0,580,0.7080484628677368
20,0,954,3.3493309020996094
20,0,2599,-1.2398709058761597
20,0,2200,-0.16030316054821014
20,0,825,2.5832996368408203
20,0,1573,4.297697067260742
20,0,1609,-0.47721636295318604
20,0,3001,0.9915990829467773
20,0,563,3.3031201362609863
20,0,2001,1.4260096549987793
20,0,2012,2.6700499057769775
21,0,1283,-0.2477097064256668
21,0,1678,0.09037566184997559
21,0,1223,1.4714672565460205
21,0,2740,2.456702947616577
21,0,1589,-0.14138725399971008
21,0,722,1.105636477470398
21,0,494,2.2362704277038574
21,0,542,-0.9216108322143555
21,0,1732,2.410062074661255
21,0,2052,0.4732230305671692
22,0,797,-1.199805498123169
22,0,3157,2.2840304374694824
22,0,2927,1.4932340383529663
22,0,696,-0.16261114180088043
22,0,2665,1.692535161972046
22,0,2949,4.802984237670898
22,0,2807,1.586940050125122
22,0,3002,1.3062703609466553
22,0,2538,-0.9879088401794434
22,0,371,0.9069851040840149
23,0,2735,-0.26948487758636475
23,0,1210,-0.3541353940963745
23,0,3019,3.751556634902954
23,0,3086,0.10785119235515594
23,0,735,-1.1291346549987793
23,0,2457,-0.010395951569080353
23,0,418,-1.1268548965454102
23,0,1059,-1.2740106582641602
23,0,847,2.5478169918060303
23,0,2922,1.9201316833496094
24,0,1501,-0.6820641756057739
24,0,2407,0.8409457206726074
24,0,3041,0.18737193942070007
24,0,1038,1.7205456495285034
24,0,98,1.5563522577285767
24,0,619,-0.7681180238723755
24,0,2650,-0.9073200225830078
24,0,53,1.5227090120315552
24,0,3134,-1.9690543413162231
24,0,2259,0.3669572174549103
25,0,337,1.190073013305664
25,0,2588,3.2963242530822754
25,0,820,-0.42382460832595825
25,0,1715,-0.3790022134780884
25,0,1451,0.08270430564880371
25,0,2485,2.2839043140411377
25,0,3016,3.1091866493225098
25,0,2371,2.518610954284668
25,0,1452,-0.3319765329360962
25,0,1565,-0.6072044968605042
26,0,3011,0.8593459129333496
26,0,184,0.3190463185310364
26,0,1957,-0.2773079574108124
26,0,2918,1.3615260124206543
26,0,433,3.5852701663970947
26,0,194,2.502814769744873
26,0,1922,-0.35684269666671753
26,0,2672,0.33825764060020447
26,0,3076,0.3221670985221863
26,0,1124,-0.0468468964099884
27,0,206,0.025801265612244606
27,0,2748,-0.38149112462997437
27,0,495,-0.6612192988395691
27,0,1259,-0.8254283666610718
27,0,1234,-0.14108237624168396
27,0,2849,-1.0638856887817383
27,0,2385,2.4369819164276123
27,0,2381,5.143049240112305
27,0,2216,-0.03532956540584564
27,0,1339,0.467312753200531
28,0,2374,-0.00852954387664795
28,0,3088,0.0008512735366821289
28,0,2316,0.3745662271976471
28,0,1918,-0.07340113818645477
28,0,918,-0.7943140864372253
28,0,1125,0.1431238353252411
28,0,2253,1.0961964130401611
28,0,1008,1.202648401260376
28,0,428,-0.956275463104248
28,0,196,-0.8288648128509521
29,0,2878,1.2340079545974731
29,0,837,-0.12024242430925369
29,0,1730,4.523828983306885
29,0,1772,0.46053487062454224
29,0,1837,2.960618495941162
29,0,2429,-1.6223680973052979
29,0,2570,-1.4266018867492676
29,0,289,0.32807981967926025
29,0,125,-0.7059308290481567
29,0,1064,2.2273762226104736
30,0,31,4.635188102722168
30,0,1286,-1.4219472408294678
30,0,1897,-0.3589380979537964
30,0,549,0.11800679564476013
30,0,2283,1.322655439376831
30,0,494,2.75264310836792
30,0,2036,2.4539079666137695
30,0,1334,-0.12561899423599243
30,0,193,5.051544189453125
30,0,763,-0.007665283977985382
31,0,60,-1.1214373111724854
31,0,3066,-1.371254324913025
31,0,1776,3.267652750015259
31,0,1974,1.1584835052490234
31,0,761,2.626039505004883
31,0,2616,2.417522430419922
31,0,460,-0.78214430809021
31,0,202,-1.0037546157836914
31,0,1804,0.1762484908103943
31,0,2692,-0.31548231840133667
32,0,727,2.4356861114501953
32,0,464,0.3209524154663086
32,0,2247,4.578786373138428
32,0,2643,2.8339338302612305
32,0,525,5.04007625579834
32,0,2271,2.1832919120788574
32,0,2088,0.8180588483810425
32,0,2432,-0.5078144669532776
32,0,2861,0.7459841966629028
32,0,1065,-0.5914925932884216
33,0,3041,1.0251514911651611
33,0,1297,-2.010493516921997
33,0,1669,2.003904104232788
33,0,2407,2.1089894771575928
33,0,3093,1.0651824474334717
33,0,838,-0.3411169648170471
33,0,359,-1.9202625751495361
33,0,155,-0.6329895853996277
33,0,2529,2.5755252838134766
33,0,140,-0.3110867142677307
