8,124,4.0,400,396
8,125,-1.0,396,397
8,126,2.0,397,395
8,127,0.0,395,395
8,128,-3.0,395,398
8,129,3.0,398,395
8,130,-2.0,395,397
8,131,0.0,397,397
8,132,2.0,397,395
8,133,-5.0,395,400
8,134,-2.0,400,402
8,135,4.0,402,398
8,136,1.0,398,397
8,137,2.0,397,395
8,138,-1.0,395,396
8,139,-2.0,396,398
8,140,2.0,398,396
8,141,-3.0,396,399
8,142,6.0,399,393
8,143,-6.0,393,399
8,144,-5.0,399,404
8,145,7.0,404,397
8,146,2.0,397,395
8,147,-1.0,395,396
8,148,2.0,396,394
8,149,3.0,394,391
9,0,3.0,414,411
9,1,-2.0,411,413
9,2,1.0,413,412
9,3,0.0,412,412
9,4,-2.0,412,414
9,5,4.0,414,410
9,6,-3.0,410,413
9,7,6.0,413,407
9,8,-1.0,407,408
9,9,-4.0,408,412
9,10,1.0,412,411
9,11,0.0,411,411
9,12,0.0,411,411
9,13,0.0,411,411
9,14,2.0,411,409
9,15,2.0,409,407
9,16,-3.0,407,410
9,17,3.0,410,407
9,18,0.0,407,407
9,19,-3.0,407,410
9,20,-1.0,410,411
9,21,3.0,411,408
9,22,-2.0,408,410
9,23,5.0,410,405
9,24,1.0,405,404
9,25,-2.0,404,406
9,26,1.0,406,405
9,27,-5.0,405,410
9,28,-2.0,410,412
9,29,4.0,412,408
9,30,2.0,408,406
9,31,2.0,406,404
9,32,1.0,404,403
9,33,-1.0,403,404
9,34,-4.0,404,408
9,35,4.0,408,404
9,36,4.0,404,400
9,37,-2.0,400,402
9,38,-1.0,402,403
9,39,-4.0,403,407
9,40,3.0,407,404
9,41,-1.0,404,405
9,42,2.0,405,403
9,43,-1.0,403,404
9,44,5.0,404,399
9,45,-5.0,399,404
9,46,-1.0,404,405
9,47,3.0,405,402
9,48,-2.0,402,404
9,49,0.0,404,404
9,50,0.0,404,404
9,51,0.0,404,404
9,52,5.0,404,399
9,53,-3.0,399,402
9,54,-5.0,402,407
9,55,5.0,407,402
9,56,-1.0,402,403
9,57,-5.0,403,408
9,58,9.0,408,399
9,59,-1.0,399,400
9,60,-2.0,400,402
9,61,1.0,402,401
9,62,-2.0,401,403
9,63,0.0,403,403
9,64,-2.0,403,405
9,65,2.0,405,403
9,66,-1.0,403,404
9,67,2.0,404,402
9,68,-3.0,402,405
9,69,5.0,405,400
9,70,-1.0,400,401
9,71,-1.0,401,402
9,72,0.0,402,402
9,73,1.0,402,401
9,74,4.0,401,397
9,75,-2.0,397,399
9,76,2.0,399,397
9,77,-7.0,397,404
9,78,4.0,404,400
9,79,1.0,400,399
9,80,-3.0,399,402
9,81,0.0,402,402
9,82,-1.0,402,403
9,83,5.0,403,398
9,84,0.0,398,398
9,85,-3.0,398,401
9,86,2.0,401,399
9,87,0.0,399,399
9,88,0.0,399,399
9,89,2.0,399,397
9,90,-3.0,397,400
9,91,7.0,400,393
9,92,-4.0,393,397
9,93,0.0,397,397
9,94,0.0,397,397
9,95,-4.0,397,401
9,96,1.0,401,400
9,97,10.0,400,390
9,98,-7.0,390,397
9,99,2.0,397,395
9,100,-5.0,395,400
9,101,4.0,400,396
9,102,2.0,396,394
9,103,-3.0,394,397
9,104,0.0,397,397
9,105,2.0,397,395
9,106,-1.0,395,396
9,107,0.0,396,396
9,108,2.0,396,394
9,109,-3.0,394,397
9,110,3.0,397,394
9,111,-1.0,394,395
9,112,-1.0,395,396
9,113,0.0,396,396
9,114,4.0,396,392
9,115,-5.0,392,397
9,116,0.0,397,397
9,117,1.0,397,396
9,118,0.0,396,396
9,119,-5.0,396,401
9,120,2.0,401,399
9,121,5.0,399,394
9,122,-5.0,394,399
9,123,4.0,399,395
9,124,-4.0,395,399
9,125,1.0,399,398
9,126,1.0,398,397
9,127,1.0,397,396
9,128,2.0,396,394
9,129,1.0,394,393
9,130,1.0,393,392
9,131,-3.0,392,395
9,132,0.0,395,395
9,133,1.0,395,394
9,134,1.0,394,393
9,135,-2.0,393,395
9,136,1.0,395,394
9,137,0.0,394,394
9,138,0.0,394,394
9,139,0.0,394,394
9,140,-2.0,394,396
9,141,3.0,396,393
9,142,1.0,393,392
9,143,-4.0,392,396
