u,i
9,1919
17,815
22,1708
34,1014
44,1552
46,1331
54,2616
56,968
62,1270
70,1211
83,534
93,1793
94,732
103,16
111,1580
139,2450
142,1744
144,2326
144,1250
144,9
146,1800
147,1526
147,450
157,1773
157,2630
158,1569
162,1557
178,1393
188,849
188,1793
205,604
208,1464
213,1203
218,130
221,1533
232,645
234,24
252,2964
255,838
258,860
263,2618
269,2590
272,467
275,711
292,725
292,950
296,1526
296,2176
296,2739
302,2496
304,306
304,45
312,1515
312,2537
314,32
314,832
321,1533
321,972
331,1255
333,1237
337,2769
342,1511
344,979
344,2256
365,2003
366,49
368,1260
371,1828
371,2284
375,638
390,290
391,1481
392,966
392,990
393,2637
396,1631
401,1348
420,896
425,296
432,2959
433,1114
436,1919
437,861
448,413
448,979
451,1908
472,1724
474,1917
490,2058
491,2659
494,869
501,2225
503,1326
510,3022
516,2959
518,896
521,2339
523,296
524,1043
528,952
547,2006
570,2439
574,1684
580,2901
582,203
591,2558
596,1767
602,2058
603,942
608,1020
616,2915
624,1279
624,870
625,286
629,2012
639,1031
641,2297
645,1298
645,1405
649,1504
649,711
654,1078
656,1221
681,2687
684,3083
685,1173
687,874
689,2398
719,411
722,1119
722,2347
722,1272
733,3177
734,1060
737,3015
738,1793
738,1590
744,1811
747,34
750,1793
750,469
750,449
770,520
772,818
775,2635
779,2994
803,2502
803,932
810,1285
822,1718
827,998
829,203
832,1851
832,2151
832,2342
835,849
866,1241
867,2090
878,1475
886,1989
889,705
905,1173
906,932
912,2747
920,2797
924,314
924,441
924,1371
933,774
934,411
937,1326
940,2850
943,456
943,875
946,1004
951,1476
951,978
951,225
956,1305
961,926
964,2167
965,1677
983,1329
985,32
987,1921
988,986
1006,1867
1008,2035
1009,100
1012,2373
1019,87
1043,2225
1044,1539
1044,2012
1046,2111
1061,852
1075,705
1076,710
1076,1512
1078,2514
1084,1186
1093,1274
1102,2477
1105,858
1117,777
1137,2701
1137,1456
1144,531
1145,608
1149,144
1149,369
1150,930
1160,525
1168,1013
1168,1020
1178,199
1180,2179
1184,384
1188,1082
1191,1996
1207,521
1209,1504
1209,1503
1212,1131
1212,959
1221,2016
1223,260
1228,875
1229,480
1233,960
1238,1332
1240,2961
1244,1325
1248,944
1248,615
1253,2003
1256,2623
1257,715
1257,711
1260,896
1269,100
1273,775
1304,1773
1311,2379
1321,1618
1326,988
1326,1038
1327,524
1331,817
1332,1748
1343,774
1352,1114
1356,705
1361,737
1361,710
1361,704
1366,2853
1385,3147
1397,407
1397,1797
1417,1801
1429,2370
1430,31
1441,909
1464,815
1472,751
1481,679
1481,986
1486,1518
1486,994
1494,709
1531,259
1537,734
1562,32
1562,1393
1562,2309
1572,1676
1575,2855
1575,1038
1581,900
1583,2704
1593,2284
1596,1206
1596,5
1599,1305
1603,994
1605,2407
1609,848
1622,2537
1628,1773
1628,2821
1630,982
1636,3020
1645,2026
1648,1006
1653,484
1664,2521
1665,1521
1669,1747
1672,131
1673,950
1689,644
1692,2349
1692,1010
1702,573
1703,1422
1707,2450
1712,1258
1713,974
1723,2703
1737,474
1742,2257
1746,908
1749,2494
1750,2407
1763,1248
1768,1993
1769,1041
1772,1032
1772,871
1772,940
1779,2626
1805,2976
1805,2480
1807,2167
1807,2165
1812,1348
1816,876
1820,1086
1831,1668
1838,978
1846,770
1848,1250
1848,416
1849,2980
1854,2150
1857,142
1869,950
1875,1024
1877,2497
1882,1103
1897,1556
1900,194
1900,1919
1922,2739
1924,1482
1927,2481
1927,1331
1928,1996
1958,260
1959,1718
1976,972
1977,1067
1981,816
1981,826
1983,874
1988,324
1991,1572
1991,2979
2007,565
2010,1375
2013,2728
2014,49
2029,5
2033,2309
2033,1518
2042,709
2062,953
2064,1575
2075,951
2092,493
2092,1685
2095,2139
2096,1820
2100,2267
2117,2704
2132,609
2140,334
2142,122
2150,2478
2155,1015
2156,2641
2157,252
2157,9
2159,2891
2161,774
2163,1618
2169,1747
2181,2939
2188,3008
2191,1329
2196,1456
2201,730
2209,2797
2212,188
2215,1082
2221,994
2224,1503
2224,1515
2228,988
2232,1699
2232,1649
2234,2871
2236,953
2238,1280
2239,416
2258,729
2259,1390
2261,1583
2262,2871
2274,2150
2278,9
2286,1044
2327,1348
2331,717
2367,1945
2382,1499
2382,1020
2385,2656
2399,1102
2403,864
2410,829
2416,1334
2417,2953
2417,1516
2419,1695
2420,101
2422,1670
2435,780
2440,1752
2440,3010
2440,978
2453,1514
2456,716
2456,2855
2470,1460
2475,639
2481,1034
2482,928
2501,755
2501,2584
2512,704
2512,761
2519,2496
2521,714
2521,755
2523,2739
2524,1569
2525,718
2525,1510
2528,1071
2541,954
2541,1035
2542,2176
2546,2326
2548,1000
2558,1953
2561,2626
2561,306
2563,2753
2568,606
2582,2086
2586,1481
2586,2521
2591,673
2592,230
2598,1918
2604,2168
2608,1085
2613,2521
2615,1086
2617,2586
2617,2305
2626,1038
2633,1872
2638,2017
2639,2026
2644,2584
2661,909
2665,2584
2666,3163
2693,2625
2697,1097
2726,2091
2728,1314
2733,1811
2734,1020
2740,1195
2740,604
2747,1820
2752,1676
2772,2704
2772,1032
2773,274
2774,882
2775,2256
2775,2037
2781,20
2791,3186
2803,2523
2816,753
2816,715
2828,2036
2839,152
2839,1835
2848,2082
2853,252
2862,2623
2885,28
2885,1811
2885,1487
2885,2419
2886,1486
2888,1372
2896,1127
2902,1084
2902,1326
2920,2590
2923,2347
2923,1766
2924,244
2925,2062
2926,2168
2932,1006
2932,1048
2941,2173
2942,1043
2942,950
2947,265
2949,1385
2966,413
2966,905
2966,1009
2978,2347
2984,3015
2993,1084
2998,1797
3000,244
3001,998
3012,909
3020,2195
3021,2701
3022,1179
3026,2271
3037,1519
3044,1804
3061,390
3065,961
3075,396
3092,1776
3100,2173
3102,932
3105,1862
3105,963
3111,905
3122,944
3129,1117
3131,1919
3132,944
3132,1014
3142,728
3143,2196
3144,3131
3152,369
3153,325
3155,874
3166,1323
3181,996
3181,1515
3182,639
3202,1251
3208,1511
3208,732
3223,493
3227,3147
3227,2739
3238,1086
3243,1800
3244,815
3244,1637
3246,729
3258,1044
3259,1873
3266,1780
3275,956
3280,959
3295,2706
3301,730
3301,729
3303,1831
3306,633
3309,536
3319,666
3325,2502
3330,996
3333,82
3336,976
3345,971
3349,947
3351,354
3353,932
3354,391
3356,1800
3369,2975
3369,379
3369,1565
3377,1117
3377,2256
3380,1405
3382,1072
3390,759
3396,2219
3402,2037
3406,1456
3411,69
3412,24
3417,2512
3426,5
3427,2349
3432,738
3439,858
3442,974
3442,3005
3442,253
3443,2248
3444,705
3445,1680
3445,1075
3447,986
3447,2415
3462,1326
3462,225
3462,1905
3468,1504
3474,1048
3475,1111
3476,2133
3485,1290
3488,1031
3503,1228
3503,1451
3503,336
3506,138
3506,2374
3508,95
3510,276
3528,42
3544,1022
3546,517
3547,170
3560,2862
3592,1045
3596,1035
3596,1260
3597,527
3609,435
3610,456
3617,984
3623,1666
3624,535
3627,1281
3631,1292
3631,870
3672,413
3672,1730
3677,2976
3682,536
3690,2288
3702,838
3719,2840
3722,1670
3723,775
3730,1840
3732,1873
3747,1544
3751,2332
3751,600
3764,1114
3766,1807
3781,306
3782,203
3783,2391
3785,2862
3790,861
3798,87
3800,633
3802,1890
3803,1636
3831,1362
3832,958
3842,927
3853,2994
3861,1329
3866,375
3868,2348
3873,1019
3878,2170
3888,2594
3890,1659
3900,2633
3901,2775
3919,34
3921,2861
3927,1109
3934,193
3938,1476
3938,1221
3941,2045
3941,2088
3943,2437
3947,1211
3956,881
3965,942
3965,2131
3966,2115
3966,1063
3993,714
4000,2439
4002,2625
4002,516
4007,956
4009,1203
4013,2247
4020,1086
4029,2179
4051,3014
4055,965
4062,900
4063,280
4083,520
4090,1915
4099,2617
4099,525
4116,730
4122,2080
4131,2451
4139,1532
4140,1032
4140,1117
4140,225
4140,679
4142,2309
4146,739
4153,1051
4155,138
4155,1281
4162,1639
4164,2066
4165,1918
4170,1869
4171,963
4175,2491
4175,397
4176,1921
4176,2026
4180,149
4180,483
4182,1064
